household_id,lat,lon,district,season,household_size,uses_piped_water,uses_groundwater_well,uses_tanker,aquifer_id,water_insecurity_index,aquifer_cluster,water_table_depth_m,depletion_rate_m_per_year,tds_mg_per_L,nitrate_mg_per_L
HH00452,27.7923,85.436052,Kathmandu,dry,4,1,1,1,AQ0448,10.01,0,15.86,0.9,675.62,4.67
HH00453,27.649349,85.294429,Bhaktapur,wet,5,1,0,0,AQ0281,38.27,2,11.19,1.9,510.78,7.05
HH00454,27.690019,85.27466,Kathmandu,dry,5,1,1,0,AQ0293,66.1,1,37.31,3.06,460.51,7.68
HH00455,27.604427,85.330191,Kathmandu,wet,6,1,1,1,AQ0242,43.06,1,49.77,1.51,780.77,6.14
HH00456,27.728142,85.318546,Kathmandu,dry,5,1,1,0,AQ0236,32.87,2,4.82,1.47,309.55,4.81
HH00457,27.682785,85.289551,Kathmandu,wet,4,0,1,1,AQ0203,31.36,2,9.3,1.6,189.25,7.67
HH00458,27.654012,85.380373,Bhaktapur,wet,4,0,1,0,AQ0457,35.63,1,55.88,0.54,974.83,2.62
HH00459,27.641367,85.397486,Lalitpur,wet,4,0,0,1,AQ0380,33.66,0,16.96,1.12,548.12,3.2
HH00460,27.730805,85.421776,Bhaktapur,wet,4,1,1,1,AQ0327,13.35,2,12.73,0.39,150.0,2.69
HH00461,27.683243,85.452943,Kathmandu,dry,5,1,1,0,AQ0142,40.64,2,9.1,1.83,150.0,9.49
HH00462,27.635932,85.269331,Kathmandu,wet,3,1,1,0,AQ0094,39.59,1,15.32,2.45,744.58,9.57
HH00463,27.737822,85.386184,Kathmandu,wet,7,1,1,1,AQ0152,17.33,2,11.15,0.98,555.82,7.77
HH00464,27.713014,85.302507,Lalitpur,dry,6,1,0,0,AQ0253,43.36,0,9.22,1.1,150.0,7.02
HH00465,27.771734,85.376041,Bhaktapur,wet,7,0,1,0,AQ0067,64.36,1,36.16,2.13,663.95,6.0
HH00466,27.623495,85.323755,Lalitpur,dry,7,1,0,0,AQ0176,41.03,0,8.46,1.55,150.0,8.36
HH00467,27.757133,85.458381,Kathmandu,dry,4,0,1,1,AQ0103,21.22,0,6.26,0.87,449.1,4.98
HH00468,27.734703,85.389515,Bhaktapur,dry,6,1,1,1,AQ0091,26.02,1,57.28,0.46,542.58,1.84
HH00469,27.623002,85.447648,Lalitpur,wet,4,0,0,1,AQ0193,28.45,2,19.83,1.26,576.14,8.57
HH00470,27.738964,85.417092,Kathmandu,wet,3,0,1,1,AQ0166,26.31,0,4.49,2.14,716.26,9.28
HH00471,27.688309,85.434754,Bhaktapur,dry,6,1,0,0,AQ0090,25.62,2,15.0,0.59,150.0,5.53
HH00472,27.788997,85.411749,Kathmandu,wet,3,1,0,1,AQ0326,11.01,2,8.74,0.39,150.0,2.71
HH00473,27.628322,85.319381,Kathmandu,wet,8,1,0,1,AQ0315,28.0,0,7.82,1.04,310.94,5.12
HH00474,27.728567,85.265465,Kathmandu,wet,5,1,1,1,AQ0490,38.93,1,52.76,0.94,281.49,5.72
HH00475,27.676396,85.296283,Kathmandu,wet,6,1,1,0,AQ0268,43.03,1,28.3,1.43,457.74,9.33
HH00476,27.791363,85.205261,Kathmandu,dry,4,0,1,0,AQ0438,32.58,0,1.77,1.55,262.4,5.92
HH00477,27.665995,85.336238,Kathmandu,dry,5,0,1,0,AQ0051,47.69,0,8.08,2.07,150.0,8.81
HH00478,27.792437,85.331315,Kathmandu,dry,3,1,1,0,AQ0166,39.43,0,4.49,2.14,716.26,9.28
HH00479,27.780297,85.336565,Lalitpur,dry,6,1,1,0,AQ0174,20.54,2,1.29,0.87,338.4,9.33
HH00480,27.654077,85.453248,Bhaktapur,wet,4,1,1,0,AQ0227,23.3,0,7.46,1.7,671.89,3.69
HH00481,27.760708,85.436978,Lalitpur,wet,5,1,1,0,AQ0266,10.69,0,8.9,0.59,150.0,4.92
HH00482,27.799121,85.242045,Kathmandu,dry,4,1,1,0,AQ0009,46.71,1,51.45,1.43,817.6,3.73
HH00483,27.650533,85.295909,Kathmandu,wet,3,1,1,0,AQ0087,57.03,1,29.42,2.01,1013.94,9.17
HH00484,27.687355,85.310229,Kathmandu,wet,5,1,1,1,AQ0094,41.98,1,15.32,2.45,744.58,9.57
HH00485,27.704036,85.293739,Kathmandu,dry,4,0,0,1,AQ0052,34.46,2,11.68,0.96,667.02,4.29
HH00486,27.658986,85.407609,Lalitpur,dry,6,0,1,0,AQ0179,47.05,0,20.43,1.7,482.8,9.71
HH00487,27.603053,85.33625,Lalitpur,wet,4,1,0,0,AQ0278,40.71,1,35.73,1.6,396.53,4.68
HH00488,27.644026,85.348746,Lalitpur,dry,4,0,1,0,AQ0239,30.89,2,19.34,0.85,649.06,2.12
HH00489,27.656387,85.421784,Lalitpur,dry,5,0,1,0,AQ0073,83.09,1,51.05,3.15,894.65,7.47
HH00490,27.68872,85.409541,Kathmandu,wet,4,1,1,0,AQ0339,17.49,2,9.35,1.49,712.15,4.85
HH00491,27.63422,85.234375,Kathmandu,dry,4,1,0,0,AQ0072,27.72,0,14.37,0.97,583.48,2.94
HH00492,27.774651,85.385618,Lalitpur,wet,6,1,0,0,AQ0374,49.65,2,8.31,2.0,684.26,5.99
HH00493,27.740982,85.313213,Kathmandu,dry,4,1,1,1,AQ0068,20.66,2,17.35,1.1,700.12,9.29
HH00494,27.61704,85.276609,Kathmandu,dry,3,0,1,0,AQ0005,38.38,2,22.64,1.5,733.92,2.39
HH00495,27.730018,85.213005,Kathmandu,dry,4,1,1,0,AQ0339,21.09,2,9.35,1.49,712.15,4.85
HH00496,27.730731,85.326685,Kathmandu,wet,4,0,1,1,AQ0238,24.88,2,19.28,1.52,524.19,2.07
HH00497,27.791244,85.292414,Kathmandu,wet,5,1,1,0,AQ0466,39.87,1,48.09,1.16,603.94,3.29
HH00498,27.600604,85.265393,Bhaktapur,wet,4,0,1,0,AQ0121,42.65,1,41.67,0.96,426.57,5.45
HH00499,27.649586,85.380615,Bhaktapur,dry,6,1,1,0,AQ0413,7.18,2,0.26,0.55,283.47,4.94
HH00500,27.785558,85.400066,Kathmandu,wet,3,0,1,0,AQ0211,22.33,2,2.24,0.54,239.59,5.98
HH00501,27.786427,85.263645,Kathmandu,wet,4,1,0,0,AQ0262,24.78,0,7.4,0.95,280.07,7.01
HH00502,27.744117,85.212856,Lalitpur,wet,4,0,0,1,AQ0325,53.0,1,15.71,2.26,615.25,9.72
HH00503,27.753153,85.420676,Kathmandu,wet,5,0,1,0,AQ0058,50.77,1,31.32,1.64,785.32,3.33
HH00504,27.618297,85.20259,Kathmandu,wet,8,1,1,1,AQ0043,24.33,2,12.23,1.14,370.85,5.06
HH00505,27.702775,85.443649,Kathmandu,dry,5,1,1,0,AQ0197,40.18,1,24.11,1.47,819.4,2.96
HH00506,27.646317,85.363181,Kathmandu,wet,8,1,0,0,AQ0072,31.31,0,14.37,0.97,583.48,2.94
HH00507,27.636244,85.28368,Lalitpur,wet,4,1,0,1,AQ0091,21.45,1,57.28,0.46,542.58,1.84
HH00508,27.762061,85.264084,Bhaktapur,dry,3,0,1,0,AQ0037,27.74,2,7.9,0.85,392.61,4.38
HH00509,27.627008,85.202341,Kathmandu,dry,4,0,0,1,AQ0491,46.09,0,8.68,1.85,532.11,9.81
HH00510,27.69373,85.261223,Kathmandu,wet,4,0,1,1,AQ0314,29.6,0,16.12,1.38,768.3,9.9
HH00511,27.787716,85.235809,Kathmandu,wet,4,1,0,0,AQ0237,29.29,1,41.07,0.49,1173.35,2.86
HH00512,27.637166,85.359163,Kathmandu,dry,3,1,0,0,AQ0486,27.73,2,23.4,1.16,465.13,3.07
HH00513,27.795599,85.243302,Bhaktapur,wet,4,1,0,0,AQ0383,72.71,1,57.65,2.65,824.04,8.98
HH00514,27.798858,85.337444,Lalitpur,dry,4,0,1,1,AQ0293,60.47,1,37.31,3.06,460.51,7.68
HH00515,27.711123,85.35343,Lalitpur,wet,3,1,0,0,AQ0466,44.61,1,48.09,1.16,603.94,3.29
HH00516,27.634029,85.277491,Lalitpur,wet,4,0,1,1,AQ0154,20.62,0,5.93,1.07,252.87,7.76
HH00517,27.663221,85.209117,Bhaktapur,wet,7,1,1,0,AQ0170,15.29,2,4.6,1.32,290.53,3.69
HH00518,27.684899,85.209686,Bhaktapur,dry,4,1,1,0,AQ0272,56.59,1,54.54,1.76,573.48,6.69
HH00519,27.661865,85.20685,Kathmandu,dry,6,1,0,1,AQ0406,19.7,2,13.13,0.93,214.89,4.1
HH00520,27.656127,85.392172,Kathmandu,wet,5,1,1,1,AQ0110,49.68,1,58.32,1.52,1019.41,9.39
HH00521,27.794446,85.282683,Lalitpur,dry,4,1,0,1,AQ0151,21.22,2,19.7,0.93,574.28,7.07
HH00522,27.630673,85.407038,Kathmandu,wet,4,1,1,0,AQ0431,69.0,1,56.56,2.91,747.15,6.11
HH00523,27.746666,85.312251,Bhaktapur,wet,4,1,0,0,AQ0451,15.51,2,2.55,0.7,290.32,5.75
HH00524,27.600082,85.31778,Lalitpur,dry,5,1,1,0,AQ0131,64.64,1,46.01,1.95,552.63,3.95
HH00525,27.719237,85.333349,Bhaktapur,wet,4,1,0,1,AQ0268,44.06,1,28.3,1.43,457.74,9.33
HH00526,27.783189,85.385388,Kathmandu,dry,4,1,1,0,AQ0023,32.5,0,8.18,1.25,360.12,4.61
HH00527,27.657587,85.271111,Bhaktapur,dry,3,1,1,1,AQ0367,38.33,2,11.5,1.8,475.65,6.53
HH00528,27.637105,85.231613,Kathmandu,dry,7,0,1,1,AQ0139,12.11,0,3.06,0.5,557.3,4.63
HH00529,27.730336,85.344575,Bhaktapur,dry,4,0,1,0,AQ0490,54.22,1,52.76,0.94,281.49,5.72
HH00530,27.74252,85.285014,Kathmandu,wet,5,1,0,0,AQ0308,38.53,0,9.99,1.67,488.43,7.39
HH00531,27.737606,85.315048,Lalitpur,wet,5,1,1,0,AQ0239,22.12,2,19.34,0.85,649.06,2.12
HH00532,27.663863,85.368206,Lalitpur,wet,7,0,1,0,AQ0434,55.24,1,16.47,1.97,693.9,5.15
HH00533,27.65044,85.328473,Kathmandu,wet,5,1,1,1,AQ0441,37.15,2,19.42,1.63,460.81,5.23
HH00534,27.791184,85.361272,Kathmandu,wet,5,1,1,0,AQ0192,43.19,1,33.39,1.43,988.23,9.89
HH00535,27.78466,85.341492,Bhaktapur,wet,7,1,1,1,AQ0127,21.14,2,2.02,1.12,182.3,7.39
HH00536,27.691463,85.392347,Kathmandu,dry,6,1,1,0,AQ0430,46.03,0,4.77,2.07,338.48,9.49
HH00537,27.769239,85.383544,Lalitpur,wet,3,1,0,0,AQ0029,45.12,0,9.68,1.85,417.4,7.01
HH00538,27.690465,85.338889,Kathmandu,dry,4,0,0,1,AQ0121,46.29,1,41.67,0.96,426.57,5.45
HH00539,27.684878,85.376515,Bhaktapur,dry,6,0,1,1,AQ0198,48.59,2,17.36,1.98,574.46,6.65
HH00540,27.631353,85.427125,Lalitpur,dry,6,0,1,0,AQ0174,27.66,2,1.29,0.87,338.4,9.33
HH00541,27.685281,85.312391,Kathmandu,wet,5,1,1,1,AQ0144,26.44,1,30.11,1.18,656.26,3.4
HH00542,27.707483,85.307318,Kathmandu,wet,5,1,1,1,AQ0482,32.73,2,8.1,1.7,670.13,7.78
HH00543,27.604501,85.398704,Lalitpur,wet,5,0,1,0,AQ0179,47.21,0,20.43,1.7,482.8,9.71
HH00544,27.688823,85.351464,Kathmandu,wet,4,1,0,1,AQ0357,26.74,2,23.86,1.24,441.68,2.4
HH00545,27.756271,85.218462,Kathmandu,wet,5,1,1,0,AQ0011,35.81,2,3.49,1.58,871.68,8.05
HH00546,27.736009,85.431949,Lalitpur,dry,3,0,1,1,AQ0139,5.06,0,3.06,0.5,557.3,4.63
HH00547,27.727031,85.208004,Kathmandu,wet,8,1,1,1,AQ0447,46.48,1,41.06,1.93,839.73,5.89
HH00548,27.781911,85.394583,Kathmandu,dry,6,1,0,0,AQ0437,37.46,0,11.6,1.37,375.01,3.36
HH00549,27.603606,85.397286,Lalitpur,dry,5,0,1,0,AQ0253,35.91,0,9.22,1.1,150.0,7.02
HH00550,27.71141,85.447809,Kathmandu,wet,4,1,1,1,AQ0345,16.7,2,1.78,1.21,326.27,5.87
HH00551,27.75747,85.214075,Kathmandu,wet,4,1,0,0,AQ0314,30.66,0,16.12,1.38,768.3,9.9
HH00552,27.708267,85.355183,Kathmandu,dry,4,1,1,1,AQ0019,14.46,2,3.63,1.01,290.01,2.14
HH00553,27.664779,85.311239,Lalitpur,wet,5,0,1,0,AQ0160,59.18,1,54.99,1.48,794.17,3.88
HH00554,27.62725,85.285965,Lalitpur,dry,5,1,1,0,AQ0306,39.94,1,58.3,0.24,1422.29,6.31
HH00555,27.777513,85.223483,Lalitpur,wet,4,0,0,1,AQ0122,9.65,0,7.07,0.36,334.42,3.85
HH00556,27.694152,85.34629,Kathmandu,dry,5,1,1,0,AQ0072,25.11,0,14.37,0.97,583.48,2.94
HH00557,27.775623,85.324551,Kathmandu,wet,6,1,0,1,AQ0055,38.59,0,5.31,2.11,150.0,9.66
HH00558,27.71717,85.227184,Kathmandu,wet,3,1,1,0,AQ0460,4.78,0,6.21,0.39,476.45,2.78
HH00559,27.734838,85.359247,Kathmandu,dry,5,0,1,0,AQ0169,28.0,0,2.57,0.93,454.95,6.0
HH00560,27.760852,85.391868,Bhaktapur,wet,6,0,0,1,AQ0099,33.8,2,10.56,1.55,546.55,2.74
HH00561,27.731831,85.399492,Kathmandu,wet,5,1,1,0,AQ0070,39.83,1,52.28,0.74,641.72,5.88
HH00562,27.679611,85.435397,Kathmandu,wet,5,1,0,1,AQ0149,44.78,1,37.43,2.05,554.55,4.14
HH00563,27.702727,85.306462,Kathmandu,wet,5,1,1,0,AQ0117,41.19,0,5.66,2.25,648.96,7.03
HH00564,27.760609,85.447799,Lalitpur,dry,8,0,0,1,AQ0026,48.8,2,5.39,2.08,150.0,4.19
HH00565,27.67473,85.425012,Lalitpur,dry,3,1,0,0,AQ0248,29.49,2,11.46,1.77,501.95,3.86
HH00566,27.677624,85.27709,Lalitpur,dry,5,1,1,0,AQ0385,48.11,2,22.38,2.03,504.71,3.26
HH00567,27.619138,85.241414,Bhaktapur,dry,3,1,1,0,AQ0209,37.61,1,19.77,2.09,585.62,4.89
HH00568,27.782917,85.313201,Kathmandu,wet,4,1,1,0,AQ0227,28.82,0,7.46,1.7,671.89,3.69
HH00569,27.618207,85.304494,Kathmandu,wet,4,0,1,0,AQ0411,21.6,0,2.9,1.0,379.22,6.99
HH00570,27.729642,85.349687,Kathmandu,dry,4,0,1,0,AQ0434,54.85,1,16.47,1.97,693.9,5.15
HH00571,27.682639,85.35168,Lalitpur,dry,8,1,1,1,AQ0114,32.53,2,20.35,1.34,444.75,3.69
HH00572,27.681124,85.394997,Lalitpur,wet,7,1,1,0,AQ0194,28.7,0,7.39,1.91,396.27,4.25
HH00573,27.73591,85.332571,Lalitpur,wet,4,0,1,0,AQ0484,29.49,0,16.66,0.99,150.0,5.53
HH00574,27.613419,85.227254,Lalitpur,wet,5,1,1,0,AQ0321,24.15,2,10.07,1.01,652.59,4.47
HH00575,27.718741,85.423156,Lalitpur,dry,5,0,1,1,AQ0010,16.6,0,7.49,0.64,150.0,1.46
HH00576,27.754406,85.280539,Bhaktapur,dry,6,1,1,0,AQ0095,62.87,1,31.42,2.53,817.58,7.41
HH00577,27.765643,85.452537,Lalitpur,wet,5,0,1,0,AQ0121,50.94,1,41.67,0.96,426.57,5.45
HH00578,27.634106,85.230644,Lalitpur,dry,3,1,0,1,AQ0126,27.55,0,18.74,0.46,646.87,6.15
HH00579,27.779484,85.449145,Kathmandu,wet,6,1,0,0,AQ0037,17.0,2,7.9,0.85,392.61,4.38
HH00580,27.731229,85.223663,Lalitpur,wet,6,1,0,0,AQ0069,46.43,1,47.51,1.28,679.67,1.73
HH00581,27.776371,85.260069,Bhaktapur,dry,5,1,1,1,AQ0297,53.64,1,33.81,2.17,1028.74,9.88
HH00582,27.697056,85.212111,Kathmandu,wet,7,1,0,0,AQ0174,31.05,2,1.29,0.87,338.4,9.33
HH00583,27.708407,85.383329,Lalitpur,wet,7,0,1,1,AQ0461,31.37,2,15.2,1.05,376.15,5.58
HH00584,27.783808,85.421078,Lalitpur,dry,5,0,1,0,AQ0045,36.04,2,8.67,0.89,597.37,6.95
HH00585,27.779982,85.312858,Kathmandu,dry,5,0,1,0,AQ0123,26.5,2,16.22,0.87,363.86,8.66
HH00586,27.689632,85.441416,Lalitpur,dry,8,1,0,0,AQ0382,33.83,2,7.37,1.27,150.0,1.86
HH00587,27.654883,85.353478,Kathmandu,wet,4,1,1,0,AQ0472,38.9,0,5.53,2.12,150.0,8.21
HH00588,27.678634,85.363802,Bhaktapur,wet,4,1,0,0,AQ0027,28.65,1,24.38,1.17,1046.86,2.21
HH00589,27.677553,85.419809,Bhaktapur,dry,4,0,0,1,AQ0193,45.6,2,19.83,1.26,576.14,8.57
HH00590,27.657373,85.277168,Kathmandu,dry,7,1,0,0,AQ0497,31.92,2,3.48,0.92,366.65,7.27
HH00591,27.653716,85.292109,Kathmandu,dry,6,0,0,1,AQ0340,29.19,2,17.73,0.84,274.91,8.49
HH00592,27.772213,85.435547,Lalitpur,wet,3,1,1,0,AQ0136,18.62,0,13.18,0.84,150.0,5.06
HH00593,27.613972,85.434251,Kathmandu,wet,8,1,0,0,AQ0195,25.7,2,9.94,0.73,488.19,2.42
HH00594,27.735522,85.453886,Kathmandu,dry,6,1,0,1,AQ0049,28.71,0,8.96,1.62,151.72,2.45
HH00595,27.634564,85.434478,Lalitpur,dry,7,0,0,1,AQ0096,52.43,1,40.11,1.44,556.75,2.51
HH00596,27.668901,85.233117,Kathmandu,wet,3,1,1,0,AQ0492,9.46,0,6.86,0.88,156.25,2.88
HH00597,27.612309,85.414168,Kathmandu,wet,5,1,1,0,AQ0121,30.26,1,41.67,0.96,426.57,5.45
HH00598,27.653995,85.306558,Bhaktapur,wet,5,0,1,0,AQ0249,38.23,1,26.53,0.79,544.51,5.07
HH00599,27.753684,85.457608,Bhaktapur,wet,5,1,1,0,AQ0473,19.7,2,8.33,0.9,323.4,2.69
HH00600,27.777003,85.322793,Lalitpur,wet,5,1,0,0,AQ0217,45.25,2,9.82,1.64,368.23,9.09
HH00601,27.644305,85.343997,Bhaktapur,wet,6,1,1,0,AQ0114,29.82,2,20.35,1.34,444.75,3.69
HH00602,27.69271,85.337741,Kathmandu,dry,4,1,1,1,AQ0014,33.77,2,20.79,1.63,485.63,3.51
HH00603,27.694065,85.283652,Kathmandu,wet,6,1,1,0,AQ0062,23.03,2,20.91,1.41,503.67,3.47
HH00604,27.774715,85.219506,Kathmandu,dry,4,0,1,1,AQ0043,32.92,2,12.23,1.14,370.85,5.06
HH00605,27.75256,85.432869,Lalitpur,wet,4,1,0,0,AQ0411,23.36,0,2.9,1.0,379.22,6.99
HH00606,27.702615,85.408696,Bhaktapur,dry,3,1,0,1,AQ0240,47.75,1,36.36,1.53,661.78,6.69
HH00607,27.734149,85.236277,Lalitpur,wet,4,1,1,0,AQ0096,32.57,1,40.11,1.44,556.75,2.51
HH00608,27.769471,85.40196,Bhaktapur,dry,4,0,1,0,AQ0027,49.85,1,24.38,1.17,1046.86,2.21
HH00609,27.601908,85.36272,Lalitpur,dry,6,0,1,0,AQ0324,45.99,1,22.38,1.77,722.49,9.04
HH00610,27.680578,85.306377,Kathmandu,dry,5,1,1,0,AQ0383,76.11,1,57.65,2.65,824.04,8.98
HH00611,27.781449,85.266045,Kathmandu,dry,4,1,1,0,AQ0242,51.45,1,49.77,1.51,780.77,6.14
HH00612,27.748063,85.423529,Kathmandu,wet,5,1,1,0,AQ0487,34.21,2,9.34,0.93,513.9,5.94
HH00613,27.708568,85.382049,Kathmandu,dry,3,1,0,0,AQ0459,46.04,2,6.83,1.81,565.81,6.41
HH00614,27.705929,85.342412,Lalitpur,dry,4,0,0,1,AQ0240,54.49,1,36.36,1.53,661.78,6.69
HH00615,27.669554,85.358488,Kathmandu,dry,5,1,1,0,AQ0304,25.12,2,24.62,0.53,337.6,5.89
HH00616,27.704104,85.223677,Lalitpur,wet,5,0,1,0,AQ0067,64.48,1,36.16,2.13,663.95,6.0
HH00617,27.731077,85.323219,Lalitpur,dry,6,0,1,0,AQ0281,34.27,2,11.19,1.9,510.78,7.05
HH00618,27.683673,85.250362,Kathmandu,wet,4,0,1,1,AQ0192,43.57,1,33.39,1.43,988.23,9.89
HH00619,27.742831,85.25418,Kathmandu,wet,6,1,0,1,AQ0119,47.04,1,48.57,1.38,835.7,1.2
HH00620,27.772246,85.371939,Kathmandu,wet,5,1,1,0,AQ0152,27.53,2,11.15,0.98,555.82,7.77
HH00621,27.630937,85.436927,Kathmandu,wet,8,1,1,0,AQ0265,49.9,0,13.33,1.97,632.16,5.84
HH00622,27.690309,85.304977,Bhaktapur,dry,4,1,1,0,AQ0392,51.8,1,33.75,1.95,777.41,8.54
HH00623,27.681604,85.254015,Kathmandu,dry,5,1,1,0,AQ0231,16.13,2,5.46,0.51,157.77,1.81
HH00624,27.737493,85.368674,Lalitpur,dry,5,1,1,0,AQ0351,43.06,0,11.61,2.04,219.25,8.33
HH00625,27.649973,85.426509,Bhaktapur,dry,8,1,0,1,AQ0249,35.46,1,26.53,0.79,544.51,5.07
HH00626,27.72805,85.394563,Bhaktapur,dry,4,1,0,1,AQ0059,35.79,0,1.01,2.13,237.36,7.7
HH00627,27.775498,85.425877,Bhaktapur,dry,5,1,0,1,AQ0017,41.03,1,8.77,1.86,711.02,6.7
HH00628,27.683626,85.339504,Kathmandu,wet,4,1,1,0,AQ0171,27.09,2,7.46,1.42,786.38,4.12
HH00629,27.782203,85.395488,Kathmandu,dry,5,0,1,1,AQ0351,54.98,0,11.61,2.04,219.25,8.33
HH00630,27.798633,85.236417,Kathmandu,dry,4,1,1,0,AQ0452,34.0,2,21.2,1.55,505.49,4.44
HH00631,27.621218,85.290551,Kathmandu,dry,3,1,1,0,AQ0132,10.48,2,5.5,0.73,225.99,4.99
HH00632,27.646611,85.301283,Bhaktapur,dry,5,0,1,0,AQ0357,45.18,2,23.86,1.24,441.68,2.4
HH00633,27.790076,85.332937,Lalitpur,dry,4,0,1,1,AQ0136,29.86,0,13.18,0.84,150.0,5.06
HH00634,27.791666,85.44156,Kathmandu,wet,4,1,1,1,AQ0042,17.85,2,20.61,1.06,181.38,1.53
HH00635,27.619541,85.427317,Kathmandu,wet,4,1,0,0,AQ0305,32.81,0,7.97,2.19,512.58,3.96
HH00636,27.603,85.234977,Kathmandu,dry,3,0,0,1,AQ0006,51.62,2,16.32,1.62,648.84,8.75
HH00637,27.63222,85.244925,Lalitpur,wet,8,0,1,0,AQ0329,66.37,1,51.09,1.76,884.48,7.44
HH00638,27.799203,85.292987,Lalitpur,dry,5,0,1,0,AQ0170,30.1,2,4.6,1.32,290.53,3.69
HH00639,27.636,85.275593,Bhaktapur,wet,6,1,0,1,AQ0456,31.61,2,8.71,1.67,294.26,2.28
HH00640,27.70051,85.35984,Bhaktapur,wet,4,1,1,1,AQ0288,39.25,1,29.98,1.71,701.54,8.22
HH00641,27.769684,85.434722,Kathmandu,dry,7,1,0,1,AQ0399,57.59,2,14.43,2.0,732.5,6.37
HH00642,27.60408,85.450196,Kathmandu,wet,5,1,1,0,AQ0338,38.72,2,4.73,2.22,520.08,4.95
HH00643,27.720898,85.369937,Kathmandu,dry,5,1,1,0,AQ0215,43.88,0,24.77,1.62,753.03,8.37
HH00644,27.655405,85.417921,Kathmandu,wet,5,1,0,0,AQ0069,46.39,1,47.51,1.28,679.67,1.73
HH00645,27.772467,85.336553,Bhaktapur,wet,6,1,0,0,AQ0370,25.74,0,7.93,0.88,150.0,8.58
HH00646,27.656692,85.254165,Lalitpur,dry,5,0,1,0,AQ0027,55.19,1,24.38,1.17,1046.86,2.21
HH00647,27.737351,85.336419,Lalitpur,wet,4,0,1,1,AQ0225,27.47,2,24.86,1.01,589.13,8.99
HH00648,27.734844,85.344321,Kathmandu,dry,3,1,0,0,AQ0322,24.42,2,10.34,0.99,445.04,3.87
HH00649,27.644299,85.393039,Kathmandu,dry,5,1,1,1,AQ0234,30.81,0,32.09,0.53,819.15,7.18
HH00650,27.60696,85.25717,Kathmandu,wet,5,1,1,0,AQ0486,29.63,2,23.4,1.16,465.13,3.07
HH00651,27.68185,85.295761,Lalitpur,dry,3,0,1,0,AQ0443,39.98,0,8.71,1.35,365.62,5.94
HH00652,27.657839,85.294647,Lalitpur,dry,4,0,1,0,AQ0412,49.14,2,2.87,2.48,150.0,4.85
HH00653,27.761796,85.449454,Kathmandu,wet,5,1,1,0,AQ0408,39.46,2,9.09,2.23,378.8,3.03
HH00654,27.760073,85.315426,Lalitpur,wet,6,0,0,1,AQ0051,44.43,0,8.08,2.07,150.0,8.81
HH00655,27.691405,85.396324,Bhaktapur,wet,3,0,0,1,AQ0149,46.73,1,37.43,2.05,554.55,4.14
HH00656,27.721302,85.395211,Kathmandu,dry,4,0,1,0,AQ0415,86.69,1,58.08,2.86,1026.23,7.11
HH00657,27.720852,85.269041,Lalitpur,dry,6,1,1,1,AQ0075,30.42,0,22.46,1.03,528.42,8.04
HH00658,27.765432,85.348686,Kathmandu,dry,5,1,0,1,AQ0306,43.31,1,58.3,0.24,1422.29,6.31
HH00659,27.685,85.432519,Lalitpur,dry,4,0,0,1,AQ0092,22.25,2,1.92,0.66,150.0,5.84
HH00660,27.655089,85.323551,Lalitpur,dry,6,1,0,0,AQ0368,58.13,2,17.54,1.49,282.52,5.66
HH00661,27.653007,85.445731,Bhaktapur,dry,5,1,1,0,AQ0424,34.73,0,8.12,1.33,900.75,3.29
HH00662,27.707238,85.255759,Kathmandu,dry,5,1,1,1,AQ0068,28.98,2,17.35,1.1,700.12,9.29
HH00663,27.68983,85.219281,Kathmandu,wet,8,0,1,1,AQ0235,0.35,2,7.67,0.29,474.87,4.44
HH00664,27.688024,85.431778,Kathmandu,dry,7,0,1,1,AQ0362,60.43,1,38.26,2.55,923.31,2.14
HH00665,27.618227,85.420397,Kathmandu,dry,4,0,1,0,AQ0144,43.66,1,30.11,1.18,656.26,3.4
HH00666,27.743721,85.458073,Lalitpur,dry,3,1,1,0,AQ0076,22.64,2,10.54,1.68,644.67,4.48
HH00667,27.642747,85.376642,Bhaktapur,dry,4,1,1,0,AQ0086,35.69,0,9.55,1.76,443.53,4.13
HH00668,27.639391,85.443539,Kathmandu,wet,3,0,0,1,AQ0227,31.93,0,7.46,1.7,671.89,3.69
HH00669,27.682552,85.415007,Kathmandu,dry,3,1,1,1,AQ0363,16.38,2,10.59,0.6,244.42,7.76
HH00670,27.645556,85.419551,Kathmandu,wet,4,1,1,0,AQ0447,52.79,1,41.06,1.93,839.73,5.89
HH00671,27.716772,85.347977,Kathmandu,dry,7,0,1,0,AQ0056,20.8,2,16.35,0.41,499.46,2.2
HH00672,27.674293,85.299415,Kathmandu,wet,7,1,1,0,AQ0080,52.22,1,31.58,2.13,431.1,4.34
HH00673,27.689782,85.442985,Kathmandu,dry,5,1,0,1,AQ0024,42.56,0,4.32,2.39,515.85,4.8
HH00674,27.707434,85.31235,Lalitpur,dry,5,1,1,0,AQ0227,29.83,0,7.46,1.7,671.89,3.69
HH00675,27.640707,85.340093,Kathmandu,dry,3,1,1,0,AQ0028,22.4,0,19.46,0.64,852.77,6.41
HH00676,27.63115,85.31599,Lalitpur,wet,4,1,1,0,AQ0121,32.77,1,41.67,0.96,426.57,5.45
HH00677,27.776084,85.346853,Lalitpur,dry,3,0,1,0,AQ0490,52.96,1,52.76,0.94,281.49,5.72
