aquifer_id,lat,lon,district,well_type,season,land_use,well_depth_m,water_table_depth_m,aquifer_thickness_m,transmissivity_m2_per_day,hydraulic_conductivity_m_per_day,tds_mg_per_L,nitrate_mg_per_L,fluoride_mg_per_L,pH,depletion_rate_m_per_year,years_depleting,aquifer_cluster,cluster_name
AQ0317,27.68,85.35,Lalitpur,shallow_tube,wet,urban,52.53,10.26,37.49,1139.69,30.4,484.28,7.48,0.5,6.83,1.64,2,0,Moderate Stress
AQ0318,27.63,85.3,Lalitpur,deep_tube,wet,urban,100.64,50.12,6.81,187.36,27.5,723.64,3.7,0.11,7.73,2.09,4,1,Critical Depletion Zone
AQ0319,27.63,85.21,Kathmandu,deep_tube,wet,urban,196.54,49.96,23.24,690.77,29.72,1099.12,3.91,0.12,7.2,2.29,6,1,Critical Depletion Zone
AQ0320,27.65,85.29,Kathmandu,shallow_tube,wet,urban,79.1,12.98,28.23,210.09,7.44,472.43,4.25,0.48,6.82,1.82,4,2,Moderate Stress
AQ0321,27.71,85.41,Kathmandu,shallow_tube,dry,agriculture,58.45,10.07,31.13,317.16,10.19,652.59,4.47,0.25,7.82,1.01,9,2,Moderate Stress
AQ0322,27.74,85.2,Kathmandu,shallow_tube,dry,urban,14.11,10.34,47.12,487.35,10.34,445.04,3.87,0.03,7.93,0.99,4,2,Moderate Stress
AQ0323,27.73,85.29,Bhaktapur,deep_tube,dry,urban,191.98,49.12,35.25,465.01,13.19,879.23,2.16,0.65,7.55,1.88,6,1,Critical Depletion Zone
AQ0324,27.66,85.3,Kathmandu,deep_tube,wet,urban,170.05,22.38,26.66,365.67,13.72,722.49,9.04,0.04,6.29,1.77,6,1,Critical Depletion Zone
AQ0325,27.79,85.34,Bhaktapur,deep_tube,dry,urban,193.84,15.71,41.44,771.0,18.61,615.25,9.72,0.54,7.33,2.26,10,1,Critical Depletion Zone
AQ0326,27.75,85.44,Kathmandu,deep_tube,dry,peri-urban,190.21,8.74,47.77,294.74,6.17,150.0,2.71,0.49,7.73,0.39,11,2,Moderate Stress
AQ0327,27.71,85.29,Kathmandu,shallow_tube,dry,peri-urban,81.88,12.73,5.99,139.94,23.35,150.0,2.69,0.87,6.47,0.39,10,2,Moderate Stress
AQ0328,27.72,85.29,Lalitpur,dug,wet,urban,6.63,4.92,49.21,315.85,6.42,635.13,2.06,0.44,6.66,2.25,1,2,Moderate Stress
AQ0329,27.68,85.39,Lalitpur,deep_tube,dry,urban,116.84,51.09,8.88,97.93,11.03,884.48,7.44,0.07,7.96,1.76,8,1,Critical Depletion Zone
AQ0330,27.65,85.32,Kathmandu,shallow_tube,wet,urban,69.75,7.09,41.65,719.45,17.27,366.14,8.6,0.5,6.24,1.72,12,0,Moderate Stress
AQ0331,27.67,85.26,Lalitpur,dug,wet,urban,7.34,3.93,17.62,471.23,26.75,167.62,3.17,0.76,7.71,2.22,3,0,Moderate Stress
AQ0332,27.75,85.32,Lalitpur,deep_tube,wet,urban,189.07,49.27,10.95,272.71,24.91,676.76,3.28,0.9,7.15,1.29,13,1,Critical Depletion Zone
AQ0333,27.6,85.24,Kathmandu,deep_tube,dry,urban,120.39,50.12,24.79,542.29,21.87,496.87,8.32,0.39,7.09,2.51,6,1,Critical Depletion Zone
AQ0334,27.62,85.25,Bhaktapur,deep_tube,dry,urban,123.4,25.54,33.98,205.11,6.04,635.13,6.93,0.3,6.21,1.51,3,1,Critical Depletion Zone
AQ0335,27.61,85.33,Bhaktapur,dug,wet,urban,9.23,4.7,22.14,413.8,18.69,327.31,2.36,0.82,7.84,1.36,11,2,Moderate Stress
AQ0336,27.61,85.31,Lalitpur,deep_tube,wet,agriculture,190.0,20.98,7.46,28.54,3.83,416.52,5.74,0.18,6.92,0.81,2,2,Moderate Stress
AQ0337,27.77,85.44,Kathmandu,shallow_tube,wet,agriculture,91.56,23.45,31.98,422.12,13.2,620.86,3.85,0.56,7.28,1.13,5,2,Moderate Stress
AQ0338,27.74,85.29,Lalitpur,shallow_tube,wet,urban,77.8,4.73,45.61,655.41,14.37,520.08,4.95,0.37,7.55,2.22,14,2,Moderate Stress
AQ0339,27.69,85.35,Kathmandu,dug,wet,peri-urban,7.18,9.35,22.24,50.88,2.29,712.15,4.85,0.05,7.61,1.49,1,2,Moderate Stress
AQ0340,27.62,85.36,Kathmandu,shallow_tube,wet,urban,68.18,17.73,14.73,145.27,9.86,274.91,8.49,0.32,8.11,0.84,9,2,Moderate Stress
AQ0341,27.7,85.2,Kathmandu,shallow_tube,dry,urban,89.8,14.23,24.92,794.8,31.9,774.14,5.2,0.25,7.26,0.99,11,0,Moderate Stress
AQ0342,27.69,85.37,Kathmandu,deep_tube,wet,peri-urban,169.46,5.83,7.18,228.45,31.83,452.91,5.74,0.62,7.0,1.03,7,0,Moderate Stress
AQ0343,27.63,85.25,Bhaktapur,deep_tube,wet,agriculture,175.89,30.63,41.92,519.49,12.39,550.52,4.44,0.85,8.11,1.02,3,1,Critical Depletion Zone
AQ0344,27.69,85.45,Lalitpur,deep_tube,wet,agriculture,118.78,26.83,42.19,100.97,2.39,708.99,6.63,0.25,7.48,0.49,4,2,Moderate Stress
AQ0345,27.68,85.24,Lalitpur,dug,dry,urban,6.32,1.78,31.46,213.64,6.79,326.27,5.87,0.73,6.8,1.21,13,2,Moderate Stress
AQ0346,27.72,85.31,Kathmandu,shallow_tube,dry,urban,73.91,17.1,20.89,285.81,13.68,608.11,9.18,0.06,6.45,2.14,6,2,Moderate Stress
AQ0347,27.73,85.22,Kathmandu,shallow_tube,dry,peri-urban,32.93,24.34,40.99,1297.13,31.64,745.19,5.54,0.49,7.89,0.37,3,0,Moderate Stress
AQ0348,27.61,85.46,Kathmandu,shallow_tube,wet,urban,26.61,14.93,29.96,166.75,5.57,670.42,2.7,0.07,6.92,1.43,12,2,Moderate Stress
AQ0349,27.67,85.33,Bhaktapur,dug,dry,urban,5.2,7.2,42.17,1083.14,25.69,573.77,9.49,0.84,7.52,1.66,7,0,Moderate Stress
AQ0350,27.73,85.35,Kathmandu,deep_tube,wet,urban,128.98,7.83,33.42,150.84,4.51,392.27,8.6,0.69,7.14,1.75,13,2,Moderate Stress
AQ0351,27.7,85.22,Bhaktapur,shallow_tube,dry,urban,27.77,11.61,40.3,1318.85,32.73,219.25,8.33,0.6,6.6,2.04,6,0,Moderate Stress
AQ0352,27.77,85.39,Lalitpur,dug,dry,urban,5.97,1.34,31.94,425.98,13.34,371.71,3.61,0.74,7.4,1.4,9,2,Moderate Stress
AQ0353,27.73,85.25,Kathmandu,dug,dry,urban,9.35,6.21,23.64,616.1,26.07,703.38,8.44,0.59,6.32,1.84,12,0,Moderate Stress
AQ0354,27.63,85.43,Lalitpur,dug,dry,agriculture,6.55,9.4,48.11,581.0,12.08,188.54,7.1,0.87,7.03,0.79,5,2,Moderate Stress
AQ0355,27.61,85.25,Kathmandu,dug,dry,urban,4.32,6.69,29.35,625.0,21.29,255.84,4.31,0.65,7.29,1.73,4,0,Moderate Stress
AQ0356,27.73,85.25,Bhaktapur,shallow_tube,wet,urban,15.08,3.77,32.23,232.32,7.21,462.92,9.62,0.83,7.07,1.89,3,2,Moderate Stress
AQ0357,27.61,85.21,Bhaktapur,deep_tube,dry,urban,183.54,23.86,14.92,85.37,5.72,441.68,2.4,0.47,7.7,1.24,10,2,Moderate Stress
AQ0358,27.72,85.32,Kathmandu,deep_tube,wet,urban,145.94,34.84,33.15,1038.75,31.33,589.87,3.2,0.11,7.86,1.22,1,0,Moderate Stress
AQ0359,27.79,85.35,Kathmandu,dug,dry,urban,8.75,4.15,30.72,942.27,30.67,356.79,6.3,0.48,7.74,1.18,3,0,Moderate Stress
AQ0360,27.72,85.22,Lalitpur,deep_tube,wet,urban,179.14,50.68,13.32,395.47,29.69,633.72,6.61,0.12,6.28,2.35,3,1,Critical Depletion Zone
AQ0361,27.68,85.4,Bhaktapur,deep_tube,wet,peri-urban,195.55,49.62,7.68,163.02,21.22,501.39,4.23,0.54,6.59,1.14,7,1,Critical Depletion Zone
AQ0362,27.73,85.32,Kathmandu,deep_tube,wet,urban,132.63,38.26,32.2,873.61,27.13,923.31,2.14,0.44,7.27,2.55,7,1,Critical Depletion Zone
AQ0363,27.69,85.34,Lalitpur,shallow_tube,wet,agriculture,71.7,10.59,39.37,127.24,3.23,244.42,7.76,0.56,8.07,0.6,13,2,Moderate Stress
AQ0364,27.71,85.31,Lalitpur,deep_tube,wet,urban,131.69,18.3,28.55,337.64,11.82,263.41,2.36,0.02,7.87,1.47,12,2,Moderate Stress
AQ0365,27.79,85.3,Lalitpur,dug,dry,urban,9.57,1.24,15.2,169.43,11.14,286.37,3.14,0.18,7.89,1.13,1,2,Moderate Stress
AQ0366,27.68,85.35,Kathmandu,dug,wet,urban,7.45,3.68,34.99,754.2,21.55,583.17,2.11,0.45,6.81,0.9,3,0,Moderate Stress
AQ0367,27.79,85.24,Lalitpur,shallow_tube,wet,urban,37.86,11.5,8.6,107.64,12.51,475.65,6.53,0.86,7.06,1.8,13,2,Moderate Stress
AQ0368,27.78,85.25,Bhaktapur,shallow_tube,dry,peri-urban,32.8,17.54,24.88,144.36,5.8,282.52,5.66,0.35,7.14,1.49,8,2,Moderate Stress
AQ0369,27.64,85.42,Kathmandu,shallow_tube,wet,urban,25.57,17.14,12.35,250.56,20.29,580.25,7.33,0.39,6.51,1.08,9,2,Moderate Stress
AQ0370,27.61,85.45,Kathmandu,deep_tube,dry,urban,183.36,7.93,13.3,363.53,27.33,150.0,8.58,0.65,6.26,0.88,7,0,Moderate Stress
AQ0371,27.62,85.3,Bhaktapur,dug,dry,peri-urban,4.53,4.07,14.1,188.35,13.36,339.68,1.07,0.55,8.09,1.24,7,2,Moderate Stress
AQ0372,27.6,85.27,Kathmandu,shallow_tube,dry,agriculture,62.77,6.18,22.4,118.21,5.28,538.5,5.25,0.28,6.68,0.45,12,2,Moderate Stress
AQ0373,27.62,85.37,Bhaktapur,deep_tube,dry,peri-urban,131.76,12.78,7.3,53.74,7.36,245.95,3.3,0.38,6.68,1.3,11,2,Moderate Stress
AQ0374,27.74,85.31,Kathmandu,dug,wet,urban,7.63,8.31,22.9,198.75,8.68,684.26,5.99,0.2,6.37,2.0,8,2,Moderate Stress
AQ0375,27.61,85.21,Kathmandu,deep_tube,dry,peri-urban,197.79,6.35,28.03,299.79,10.7,150.0,1.36,0.87,8.06,1.43,6,2,Moderate Stress
AQ0376,27.66,85.24,Bhaktapur,deep_tube,wet,urban,193.36,27.47,26.75,582.68,21.78,900.32,7.48,0.13,7.36,1.5,11,1,Critical Depletion Zone
AQ0377,27.77,85.39,Kathmandu,deep_tube,wet,urban,191.3,13.42,22.23,454.08,20.43,565.09,6.03,0.34,7.53,1.93,3,1,Critical Depletion Zone
AQ0378,27.6,85.37,Lalitpur,deep_tube,dry,urban,122.53,53.24,42.76,1005.18,23.51,865.11,8.12,0.03,8.02,2.17,1,1,Critical Depletion Zone
AQ0379,27.76,85.21,Kathmandu,shallow_tube,wet,urban,16.13,14.81,11.54,146.8,12.72,544.14,5.88,0.21,6.89,1.56,7,2,Moderate Stress
AQ0380,27.66,85.26,Lalitpur,deep_tube,dry,urban,183.87,16.96,27.76,767.26,27.64,548.12,3.2,0.7,7.44,1.12,1,0,Moderate Stress
AQ0381,27.62,85.26,Kathmandu,deep_tube,dry,urban,144.2,32.14,7.79,59.21,7.6,965.42,7.19,0.19,6.28,2.18,1,1,Critical Depletion Zone
AQ0382,27.74,85.37,Kathmandu,dug,dry,peri-urban,6.03,7.37,8.2,132.59,16.17,150.0,1.86,0.08,6.57,1.27,9,2,Moderate Stress
AQ0383,27.73,85.21,Bhaktapur,deep_tube,dry,urban,103.74,57.65,30.82,829.07,26.9,824.04,8.98,0.43,7.86,2.65,13,1,Critical Depletion Zone
AQ0384,27.78,85.23,Kathmandu,deep_tube,wet,urban,131.15,16.34,30.47,207.97,6.83,770.71,6.9,0.02,7.73,0.99,10,2,Moderate Stress
AQ0385,27.75,85.41,Lalitpur,shallow_tube,wet,urban,11.1,22.38,44.51,202.63,4.55,504.71,3.26,0.09,6.9,2.03,7,2,Moderate Stress
AQ0386,27.76,85.25,Kathmandu,deep_tube,dry,agriculture,205.5,56.32,30.1,890.26,29.57,1143.32,7.77,0.73,6.95,0.7,13,1,Critical Depletion Zone
AQ0387,27.66,85.37,Lalitpur,shallow_tube,wet,urban,30.39,23.08,48.19,582.53,12.09,970.66,6.15,0.7,7.27,2.32,11,1,Critical Depletion Zone
AQ0388,27.64,85.26,Kathmandu,shallow_tube,dry,urban,59.28,16.61,7.19,166.2,23.11,485.79,2.58,0.82,6.2,2.36,13,2,Moderate Stress
AQ0389,27.75,85.23,Bhaktapur,deep_tube,dry,peri-urban,104.68,39.27,9.41,17.12,1.82,728.97,4.13,0.77,6.68,0.37,4,2,Moderate Stress
AQ0390,27.76,85.26,Kathmandu,dug,dry,peri-urban,7.67,4.15,6.98,162.78,23.31,150.0,2.27,0.62,6.62,1.28,6,2,Moderate Stress
AQ0391,27.8,85.39,Kathmandu,shallow_tube,wet,urban,37.72,19.31,13.34,149.65,11.22,744.0,8.43,0.06,6.7,0.86,1,2,Moderate Stress
AQ0392,27.68,85.42,Kathmandu,deep_tube,wet,urban,207.75,33.75,29.36,82.27,2.8,777.41,8.54,0.71,7.81,1.95,7,1,Critical Depletion Zone
AQ0393,27.67,85.42,Kathmandu,dug,wet,peri-urban,9.22,6.84,34.05,705.44,20.72,363.0,5.89,0.76,6.76,0.48,12,0,Moderate Stress
AQ0394,27.76,85.3,Lalitpur,shallow_tube,wet,urban,37.93,11.85,7.05,61.95,8.79,389.43,6.01,0.72,6.58,2.07,6,2,Moderate Stress
AQ0395,27.67,85.37,Kathmandu,deep_tube,dry,urban,208.12,44.96,47.57,642.5,13.51,517.42,5.64,0.46,7.21,1.12,4,1,Critical Depletion Zone
AQ0396,27.79,85.25,Bhaktapur,deep_tube,wet,peri-urban,219.54,50.17,42.9,154.66,3.61,802.35,4.77,0.22,7.93,1.0,7,1,Critical Depletion Zone
AQ0397,27.77,85.28,Kathmandu,deep_tube,wet,urban,199.05,12.2,18.35,105.65,5.76,150.0,3.06,0.76,6.68,2.01,3,2,Moderate Stress
AQ0398,27.69,85.43,Kathmandu,shallow_tube,wet,urban,85.73,21.16,8.47,90.11,10.63,548.1,6.38,0.66,6.36,2.36,1,2,Moderate Stress
AQ0399,27.75,85.2,Lalitpur,shallow_tube,dry,urban,30.91,14.43,12.64,49.34,3.9,732.5,6.37,0.88,6.91,2.0,4,2,Moderate Stress
AQ0400,27.75,85.22,Lalitpur,deep_tube,dry,urban,169.2,51.3,10.71,326.2,30.45,951.39,2.72,0.15,7.7,2.38,3,1,Critical Depletion Zone
AQ0401,27.62,85.25,Kathmandu,deep_tube,wet,urban,108.07,28.15,10.55,12.61,1.2,1071.2,5.34,0.21,7.3,0.8,1,1,Critical Depletion Zone
AQ0402,27.78,85.21,Kathmandu,shallow_tube,wet,peri-urban,16.73,10.72,28.34,471.64,16.64,512.2,5.27,0.2,7.83,0.44,2,2,Moderate Stress
AQ0403,27.7,85.25,Kathmandu,deep_tube,wet,urban,219.87,55.24,16.06,80.07,4.99,821.65,8.85,0.72,8.12,2.31,11,1,Critical Depletion Zone
AQ0404,27.77,85.35,Lalitpur,shallow_tube,wet,urban,38.05,7.78,21.12,231.19,10.95,483.23,2.79,0.18,7.79,1.51,5,2,Moderate Stress
AQ0405,27.66,85.31,Lalitpur,deep_tube,dry,urban,189.78,51.28,49.53,1532.52,30.94,903.28,2.73,0.07,7.41,2.56,8,1,Critical Depletion Zone
AQ0406,27.78,85.43,Kathmandu,shallow_tube,dry,urban,82.21,13.13,35.79,222.93,6.23,214.89,4.1,0.9,7.19,0.93,1,2,Moderate Stress
AQ0407,27.68,85.41,Bhaktapur,dug,wet,agriculture,9.01,5.24,47.7,1537.44,32.23,264.3,7.25,0.03,6.28,0.39,4,0,Moderate Stress
AQ0408,27.6,85.29,Bhaktapur,shallow_tube,wet,urban,99.78,9.09,11.42,87.37,7.65,378.8,3.03,0.75,8.17,2.23,14,2,Moderate Stress
AQ0409,27.78,85.27,Lalitpur,shallow_tube,dry,urban,30.22,15.18,22.2,554.4,24.98,150.0,7.76,0.34,6.97,2.03,4,0,Moderate Stress
AQ0410,27.62,85.3,Bhaktapur,shallow_tube,wet,urban,11.71,9.48,29.96,559.58,18.68,504.3,2.81,0.76,6.5,2.32,5,2,Moderate Stress
AQ0411,27.66,85.35,Kathmandu,shallow_tube,dry,urban,45.83,2.9,8.45,250.23,29.6,379.22,6.99,0.5,7.53,1.0,7,0,Moderate Stress
AQ0412,27.79,85.27,Kathmandu,dug,wet,urban,3.91,2.87,5.19,98.13,18.91,150.0,4.85,0.81,6.77,2.48,13,2,Moderate Stress
AQ0413,27.79,85.36,Kathmandu,dug,wet,peri-urban,3.16,0.26,35.17,643.04,18.28,283.47,4.94,0.83,7.37,0.55,12,2,Moderate Stress
AQ0414,27.71,85.31,Kathmandu,shallow_tube,wet,agriculture,41.16,24.5,33.88,248.01,7.32,788.2,3.4,0.02,7.37,0.21,8,2,Moderate Stress
AQ0415,27.73,85.34,Lalitpur,deep_tube,dry,urban,194.05,58.08,23.49,149.71,6.37,1026.23,7.11,0.08,7.09,2.86,6,1,Critical Depletion Zone
AQ0416,27.69,85.31,Bhaktapur,deep_tube,dry,urban,167.94,26.13,27.03,828.14,30.63,596.47,3.89,0.23,7.87,1.94,1,0,Moderate Stress
AQ0417,27.66,85.28,Kathmandu,dug,wet,peri-urban,5.19,7.34,23.69,274.86,11.6,391.67,4.57,0.61,6.73,0.51,7,2,Moderate Stress
AQ0418,27.67,85.45,Kathmandu,deep_tube,wet,peri-urban,178.52,23.37,6.08,79.23,13.03,569.7,5.37,0.8,7.1,1.0,3,1,Critical Depletion Zone
AQ0419,27.73,85.4,Kathmandu,shallow_tube,wet,urban,29.35,17.44,20.09,513.7,25.57,635.83,3.01,0.42,7.28,2.34,13,0,Moderate Stress
AQ0420,27.75,85.24,Bhaktapur,deep_tube,wet,urban,101.73,49.1,12.97,155.04,11.96,726.12,8.93,0.55,7.53,1.95,13,1,Critical Depletion Zone
AQ0421,27.76,85.43,Kathmandu,deep_tube,wet,urban,191.72,57.02,9.43,299.69,31.78,1025.5,6.75,0.18,7.77,1.69,13,1,Critical Depletion Zone
AQ0422,27.76,85.33,Lalitpur,shallow_tube,wet,peri-urban,65.38,11.2,48.05,1194.57,24.86,551.14,1.64,0.73,6.99,0.7,6,0,Moderate Stress
AQ0423,27.62,85.43,Kathmandu,deep_tube,dry,peri-urban,191.48,47.86,31.97,649.55,20.32,559.32,3.14,0.87,7.49,0.55,8,1,Critical Depletion Zone
AQ0424,27.7,85.41,Kathmandu,shallow_tube,wet,urban,11.58,8.12,37.79,1114.12,29.48,900.75,3.29,0.25,6.5,1.33,7,0,Moderate Stress
AQ0425,27.61,85.31,Bhaktapur,deep_tube,wet,urban,200.45,59.46,19.19,49.97,2.6,889.46,7.6,0.45,8.07,1.85,10,1,Critical Depletion Zone
AQ0426,27.71,85.21,Bhaktapur,shallow_tube,dry,agriculture,65.0,2.59,22.69,211.3,9.31,432.41,6.55,0.09,6.97,0.6,6,2,Moderate Stress
AQ0427,27.69,85.27,Kathmandu,deep_tube,wet,peri-urban,167.61,37.8,15.66,251.15,16.04,443.48,1.53,0.51,7.66,0.59,9,1,Critical Depletion Zone
AQ0428,27.78,85.34,Bhaktapur,deep_tube,dry,agriculture,174.95,40.93,9.36,78.08,8.34,853.98,5.04,0.46,6.24,0.65,9,1,Critical Depletion Zone
AQ0429,27.67,85.36,Lalitpur,deep_tube,wet,peri-urban,203.73,42.53,13.06,327.1,25.05,276.86,5.07,0.14,6.61,0.68,1,1,Critical Depletion Zone
AQ0430,27.62,85.27,Bhaktapur,shallow_tube,dry,urban,62.0,4.77,40.89,1256.13,30.72,338.48,9.49,0.4,7.17,2.07,1,0,Moderate Stress
AQ0431,27.63,85.24,Kathmandu,deep_tube,dry,urban,169.71,56.56,35.49,521.76,14.7,747.15,6.11,0.31,7.96,2.91,1,1,Critical Depletion Zone
AQ0432,27.75,85.42,Lalitpur,deep_tube,dry,urban,218.88,14.15,29.61,357.19,12.06,568.53,9.6,0.47,7.25,2.26,8,1,Critical Depletion Zone
AQ0433,27.72,85.46,Kathmandu,deep_tube,dry,urban,190.81,38.87,26.38,846.51,32.09,987.63,6.29,0.53,8.06,2.06,12,1,Critical Depletion Zone
AQ0434,27.62,85.34,Lalitpur,deep_tube,wet,urban,153.08,16.47,46.51,715.48,15.38,693.9,5.15,0.02,7.17,1.97,13,1,Critical Depletion Zone
AQ0435,27.62,85.24,Kathmandu,deep_tube,dry,peri-urban,184.89,21.2,8.27,139.09,16.81,150.0,5.24,0.69,7.18,0.92,14,2,Moderate Stress
AQ0436,27.74,85.27,Kathmandu,dug,wet,urban,5.72,5.56,17.63,218.05,12.37,863.97,5.94,0.64,6.44,1.91,12,2,Moderate Stress
AQ0437,27.61,85.2,Kathmandu,shallow_tube,wet,peri-urban,29.06,11.6,20.75,630.9,30.41,375.01,3.36,0.34,7.81,1.37,14,0,Moderate Stress
AQ0438,27.76,85.44,Lalitpur,dug,wet,urban,7.18,1.77,40.21,779.91,19.4,262.4,5.92,0.06,6.69,1.55,10,0,Moderate Stress
AQ0439,27.74,85.23,Kathmandu,deep_tube,dry,agriculture,211.38,13.57,49.66,1273.54,25.64,567.15,7.08,0.68,8.0,1.1,7,0,Moderate Stress
AQ0440,27.62,85.35,Lalitpur,shallow_tube,wet,urban,93.48,11.62,15.83,431.35,27.25,551.41,8.66,0.86,8.02,2.08,3,0,Moderate Stress
AQ0441,27.62,85.27,Bhaktapur,shallow_tube,dry,urban,39.46,19.42,44.34,534.48,12.05,460.81,5.23,0.22,8.09,1.63,13,2,Moderate Stress
AQ0442,27.8,85.34,Kathmandu,shallow_tube,dry,urban,56.55,22.65,42.38,636.64,15.02,666.12,4.67,0.3,7.24,1.83,2,2,Moderate Stress
AQ0443,27.67,85.37,Lalitpur,deep_tube,dry,urban,125.4,8.71,15.11,429.62,28.43,365.62,5.94,0.17,7.55,1.35,4,0,Moderate Stress
AQ0444,27.67,85.42,Kathmandu,deep_tube,dry,peri-urban,219.48,26.01,22.97,292.76,12.75,379.27,3.86,0.52,7.76,1.48,3,1,Critical Depletion Zone
AQ0445,27.76,85.25,Bhaktapur,deep_tube,wet,peri-urban,217.73,9.61,23.44,625.03,26.67,158.88,2.19,0.15,6.46,1.1,7,0,Moderate Stress
AQ0446,27.79,85.2,Kathmandu,deep_tube,wet,urban,177.94,4.93,49.02,1540.47,31.43,162.76,8.35,0.33,7.4,0.87,10,0,Moderate Stress
AQ0447,27.8,85.24,Lalitpur,deep_tube,wet,urban,196.53,41.06,13.14,277.92,21.15,839.73,5.89,0.63,6.27,1.93,8,1,Critical Depletion Zone
AQ0448,27.75,85.43,Bhaktapur,shallow_tube,wet,urban,73.79,15.86,40.96,1023.2,24.98,675.62,4.67,0.51,7.2,0.9,6,0,Moderate Stress
AQ0449,27.68,85.43,Bhaktapur,shallow_tube,wet,urban,62.57,5.75,20.04,541.67,27.03,560.47,2.85,0.35,6.51,0.84,3,0,Moderate Stress
AQ0450,27.62,85.36,Lalitpur,deep_tube,wet,agriculture,106.4,17.09,37.89,1073.13,28.32,734.92,3.43,0.38,6.57,0.65,6,0,Moderate Stress
AQ0451,27.76,85.36,Kathmandu,shallow_tube,wet,peri-urban,49.84,2.55,23.9,329.19,13.77,290.32,5.75,0.51,6.93,0.7,2,2,Moderate Stress
AQ0452,27.71,85.37,Lalitpur,shallow_tube,dry,urban,70.08,21.2,31.03,82.45,2.66,505.49,4.44,0.02,7.06,1.55,12,2,Moderate Stress
AQ0453,27.68,85.25,Bhaktapur,deep_tube,dry,peri-urban,181.3,58.58,42.47,594.29,13.99,953.76,1.84,0.08,7.45,0.62,7,1,Critical Depletion Zone
AQ0454,27.78,85.44,Lalitpur,deep_tube,wet,urban,144.77,11.59,41.19,938.45,22.78,244.35,5.69,0.79,6.35,1.08,14,0,Moderate Stress
AQ0455,27.62,85.31,Kathmandu,dug,dry,agriculture,9.59,2.47,43.99,684.53,15.56,244.55,3.84,0.08,7.21,0.89,11,2,Moderate Stress
AQ0456,27.7,85.3,Bhaktapur,dug,wet,urban,4.17,8.71,7.68,193.73,25.22,294.26,2.28,0.64,6.57,1.67,10,2,Moderate Stress
AQ0457,27.6,85.33,Lalitpur,deep_tube,wet,peri-urban,160.04,55.88,36.14,453.31,12.54,974.83,2.62,0.83,7.35,0.54,14,1,Critical Depletion Zone
AQ0458,27.69,85.21,Lalitpur,deep_tube,dry,peri-urban,182.91,27.5,11.3,243.2,21.52,663.55,3.72,0.25,7.47,0.68,7,1,Critical Depletion Zone
AQ0459,27.61,85.24,Kathmandu,deep_tube,wet,urban,183.66,6.83,23.71,166.64,7.03,565.81,6.41,0.34,7.31,1.81,4,2,Moderate Stress
AQ0460,27.62,85.39,Lalitpur,deep_tube,wet,peri-urban,177.84,6.21,29.69,748.98,25.23,476.45,2.78,0.52,7.68,0.39,13,0,Moderate Stress
AQ0461,27.62,85.22,Kathmandu,shallow_tube,dry,urban,33.33,15.2,23.12,431.11,18.64,376.15,5.58,0.79,6.87,1.05,8,2,Moderate Stress
AQ0462,27.73,85.36,Lalitpur,deep_tube,dry,urban,118.74,26.0,28.38,215.65,7.6,729.74,9.72,0.85,7.73,0.92,4,1,Critical Depletion Zone
AQ0463,27.75,85.26,Kathmandu,dug,dry,urban,7.45,0.48,49.84,520.29,10.44,379.77,5.02,0.67,7.07,2.18,7,2,Moderate Stress
AQ0464,27.72,85.3,Lalitpur,shallow_tube,dry,agriculture,63.14,15.41,11.08,279.39,25.21,723.52,3.55,0.09,7.17,0.95,4,2,Moderate Stress
AQ0465,27.79,85.28,Bhaktapur,deep_tube,dry,peri-urban,121.52,4.63,35.4,587.71,16.6,223.28,2.22,0.61,7.5,1.2,13,2,Moderate Stress
AQ0466,27.67,85.29,Kathmandu,deep_tube,wet,peri-urban,184.62,48.09,22.82,182.22,7.99,603.94,3.29,0.38,6.24,1.16,12,1,Critical Depletion Zone
AQ0467,27.66,85.39,Bhaktapur,shallow_tube,wet,peri-urban,49.88,9.05,10.99,354.56,32.28,398.66,4.8,0.43,7.51,1.1,5,0,Moderate Stress
AQ0468,27.77,85.28,Kathmandu,shallow_tube,wet,urban,69.43,2.93,12.14,292.92,24.12,604.49,3.65,0.05,7.44,1.61,7,2,Moderate Stress
AQ0469,27.64,85.35,Bhaktapur,shallow_tube,wet,agriculture,85.04,15.53,47.72,1524.44,31.95,421.65,6.26,0.18,6.82,0.84,13,0,Moderate Stress
AQ0470,27.79,85.32,Lalitpur,shallow_tube,dry,urban,23.62,11.15,44.58,660.25,14.81,499.25,2.17,0.71,6.37,0.87,14,2,Moderate Stress
AQ0471,27.6,85.37,Lalitpur,shallow_tube,wet,urban,9.76,24.4,45.82,749.64,16.36,432.29,5.35,0.41,6.38,1.86,14,0,Moderate Stress
AQ0472,27.79,85.44,Lalitpur,dug,dry,urban,8.45,5.53,49.62,1490.25,30.03,150.0,8.21,0.28,8.05,2.12,13,0,Moderate Stress
AQ0473,27.61,85.39,Bhaktapur,shallow_tube,dry,peri-urban,64.09,8.33,14.37,258.4,17.98,323.4,2.69,0.35,7.58,0.9,10,2,Moderate Stress
AQ0474,27.78,85.26,Kathmandu,deep_tube,dry,peri-urban,183.96,43.73,20.99,501.12,23.87,759.07,3.82,0.77,6.45,0.73,3,1,Critical Depletion Zone
AQ0475,27.71,85.21,Kathmandu,shallow_tube,dry,urban,85.11,8.24,35.11,321.43,9.15,534.86,3.64,0.68,6.91,1.27,10,2,Moderate Stress
