household_id,lat,lon,district,season,household_size,uses_piped_water,uses_groundwater_well,uses_tanker,aquifer_id,water_insecurity_index
HH00644,27.655405,85.417921,Kathmandu,wet,5,1,0,0,AQ0069,46.39
HH00645,27.772467,85.336553,Bhaktapur,wet,6,1,0,0,AQ0370,25.74
HH00646,27.656692,85.254165,Lalitpur,dry,5,0,1,0,AQ0027,55.19
HH00647,27.737351,85.336419,Lalitpur,wet,4,0,1,1,AQ0225,27.47
HH00648,27.734844,85.344321,Kathmandu,dry,3,1,0,0,AQ0322,24.42
HH00649,27.644299,85.393039,Kathmandu,dry,5,1,1,1,AQ0234,30.81
HH00650,27.60696,85.25717,Kathmandu,wet,5,1,1,0,AQ0486,29.63
HH00651,27.68185,85.295761,Lalitpur,dry,3,0,1,0,AQ0443,39.98
HH00652,27.657839,85.294647,Lalitpur,dry,4,0,1,0,AQ0412,49.14
HH00653,27.761796,85.449454,Kathmandu,wet,5,1,1,0,AQ0408,39.46
HH00654,27.760073,85.315426,Lalitpur,wet,6,0,0,1,AQ0051,44.43
HH00655,27.691405,85.396324,Bhaktapur,wet,3,0,0,1,AQ0149,46.73
HH00656,27.721302,85.395211,Kathmandu,dry,4,0,1,0,AQ0415,86.69
HH00657,27.720852,85.269041,Lalitpur,dry,6,1,1,1,AQ0075,30.42
HH00658,27.765432,85.348686,Kathmandu,dry,5,1,0,1,AQ0306,43.31
HH00659,27.685,85.432519,Lalitpur,dry,4,0,0,1,AQ0092,22.25
HH00660,27.655089,85.323551,Lalitpur,dry,6,1,0,0,AQ0368,58.13
HH00661,27.653007,85.445731,Bhaktapur,dry,5,1,1,0,AQ0424,34.73
HH00662,27.707238,85.255759,Kathmandu,dry,5,1,1,1,AQ0068,28.98
HH00663,27.68983,85.219281,Kathmandu,wet,8,0,1,1,AQ0235,0.35
HH00664,27.688024,85.431778,Kathmandu,dry,7,0,1,1,AQ0362,60.43
HH00665,27.618227,85.420397,Kathmandu,dry,4,0,1,0,AQ0144,43.66
HH00666,27.743721,85.458073,Lalitpur,dry,3,1,1,0,AQ0076,22.64
HH00667,27.642747,85.376642,Bhaktapur,dry,4,1,1,0,AQ0086,35.69
HH00668,27.639391,85.443539,Kathmandu,wet,3,0,0,1,AQ0227,31.93
HH00669,27.682552,85.415007,Kathmandu,dry,3,1,1,1,AQ0363,16.38
HH00670,27.645556,85.419551,Kathmandu,wet,4,1,1,0,AQ0447,52.79
HH00671,27.716772,85.347977,Kathmandu,dry,7,0,1,0,AQ0056,20.8
HH00672,27.674293,85.299415,Kathmandu,wet,7,1,1,0,AQ0080,52.22
HH00673,27.689782,85.442985,Kathmandu,dry,5,1,0,1,AQ0024,42.56
HH00674,27.707434,85.31235,Lalitpur,dry,5,1,1,0,AQ0227,29.83
HH00675,27.640707,85.340093,Kathmandu,dry,3,1,1,0,AQ0028,22.4
HH00676,27.63115,85.31599,Lalitpur,wet,4,1,1,0,AQ0121,32.77
HH00677,27.776084,85.346853,Lalitpur,dry,3,0,1,0,AQ0490,52.96
HH00678,27.686745,85.322331,Kathmandu,dry,6,1,1,0,AQ0093,52.82
HH00679,27.682419,85.212472,Lalitpur,dry,3,1,1,1,AQ0341,23.02
HH00680,27.607122,85.429333,Lalitpur,wet,7,1,1,0,AQ0112,12.4
HH00681,27.699595,85.315542,Lalitpur,dry,5,0,0,1,AQ0378,67.07
HH00682,27.710834,85.353125,Kathmandu,wet,4,1,1,0,AQ0345,16.52
HH00683,27.711768,85.236189,Kathmandu,dry,4,1,0,0,AQ0487,35.96
HH00684,27.741406,85.200881,Bhaktapur,wet,5,1,1,1,AQ0031,19.76
HH00685,27.635496,85.263775,Lalitpur,dry,7,0,1,0,AQ0143,46.39
HH00686,27.650445,85.383192,Kathmandu,dry,6,1,0,0,AQ0367,54.78
HH00687,27.762146,85.225791,Kathmandu,wet,4,1,1,0,AQ0298,31.96
HH00688,27.789434,85.436311,Kathmandu,wet,5,1,1,0,AQ0227,32.76
HH00689,27.627187,85.255906,Kathmandu,dry,4,1,0,0,AQ0358,41.01
HH00690,27.69953,85.253194,Lalitpur,wet,8,1,1,1,AQ0250,29.9
HH00691,27.642835,85.247192,Kathmandu,dry,6,1,0,1,AQ0050,77.81
HH00692,27.612015,85.203635,Kathmandu,wet,5,0,1,0,AQ0214,68.51
HH00693,27.665101,85.400669,Lalitpur,wet,4,0,1,0,AQ0380,29.5
HH00694,27.628738,85.427509,Kathmandu,wet,5,1,1,1,AQ0389,21.56
HH00695,27.741987,85.359682,Lalitpur,dry,4,1,0,0,AQ0432,68.29
HH00696,27.706745,85.248932,Lalitpur,wet,3,0,1,0,AQ0269,23.94
HH00697,27.628767,85.274172,Kathmandu,dry,4,1,0,0,AQ0288,61.32
HH00698,27.601848,85.323741,Lalitpur,dry,7,0,1,0,AQ0195,22.66
HH00699,27.761631,85.44813,Lalitpur,wet,5,1,0,1,AQ0254,45.32
HH00700,27.635239,85.264311,Kathmandu,dry,3,1,0,1,AQ0079,71.73
HH00701,27.721243,85.390228,Kathmandu,wet,7,1,0,1,AQ0475,23.94
HH00702,27.667384,85.314257,Lalitpur,dry,4,0,1,1,AQ0244,30.1
HH00703,27.717097,85.27744,Bhaktapur,wet,4,1,0,0,AQ0091,36.24
HH00704,27.663131,85.318538,Lalitpur,wet,4,1,0,0,AQ0414,15.82
HH00705,27.617388,85.218514,Kathmandu,dry,5,1,1,0,AQ0006,46.68
HH00706,27.64459,85.407659,Lalitpur,dry,5,1,1,0,AQ0281,41.76
HH00707,27.637612,85.263259,Kathmandu,wet,5,1,1,0,AQ0412,48.57
HH00708,27.685604,85.388607,Lalitpur,dry,6,0,1,0,AQ0446,32.55
HH00709,27.731657,85.217771,Lalitpur,wet,4,1,1,1,AQ0150,75.46
HH00710,27.652761,85.448326,Lalitpur,dry,6,1,1,0,AQ0324,44.24
HH00711,27.602414,85.250184,Bhaktapur,dry,4,0,1,0,AQ0399,44.84
HH00712,27.703787,85.429513,Lalitpur,wet,6,1,1,0,AQ0282,5.37
HH00713,27.721152,85.410463,Lalitpur,wet,5,1,1,1,AQ0191,18.06
HH00714,27.792574,85.451644,Kathmandu,wet,5,1,0,0,AQ0274,27.48
HH00715,27.717894,85.324252,Bhaktapur,wet,5,1,1,0,AQ0073,66.98
HH00716,27.694235,85.389123,Bhaktapur,wet,5,1,0,1,AQ0447,48.13
HH00717,27.71468,85.296385,Kathmandu,dry,3,0,1,0,AQ0318,57.87
HH00718,27.78558,85.247936,Kathmandu,dry,7,0,1,0,AQ0500,32.52
HH00719,27.765676,85.3152,Kathmandu,wet,3,1,1,1,AQ0068,25.57
HH00720,27.664596,85.243095,Lalitpur,dry,3,1,1,0,AQ0304,32.24
HH00721,27.647451,85.455332,Lalitpur,dry,5,1,1,1,AQ0434,41.38
HH00722,27.652527,85.225024,Kathmandu,dry,6,0,1,0,AQ0063,57.23
HH00723,27.700884,85.353195,Bhaktapur,dry,3,0,1,0,AQ0453,44.71
HH00724,27.74881,85.362881,Kathmandu,dry,7,0,1,1,AQ0493,54.5
HH00725,27.700644,85.339901,Lalitpur,wet,8,1,1,1,AQ0134,57.0
HH00726,27.613559,85.372168,Kathmandu,wet,5,1,1,1,AQ0442,31.87
HH00727,27.744716,85.230207,Kathmandu,wet,5,1,1,0,AQ0307,31.35
HH00728,27.761194,85.344305,Kathmandu,wet,6,1,0,0,AQ0268,47.15
HH00729,27.6579,85.274675,Kathmandu,wet,4,1,1,1,AQ0223,6.23
HH00730,27.732825,85.444446,Lalitpur,dry,5,1,1,0,AQ0431,80.04
HH00731,27.685318,85.398139,Lalitpur,wet,7,1,0,0,AQ0126,26.38
HH00732,27.777824,85.452854,Kathmandu,dry,8,1,0,0,AQ0265,52.91
HH00733,27.769045,85.209765,Kathmandu,wet,7,1,0,0,AQ0007,40.5
HH00734,27.705086,85.274135,Kathmandu,dry,4,0,1,0,AQ0413,25.73
HH00735,27.738301,85.25081,Lalitpur,dry,4,1,0,1,AQ0206,15.44
HH00736,27.77667,85.2029,Lalitpur,wet,4,0,1,0,AQ0179,37.98
HH00737,27.699143,85.263005,Kathmandu,wet,4,1,1,1,AQ0468,22.81
HH00738,27.66265,85.376482,Lalitpur,dry,4,0,1,1,AQ0496,36.51
HH00739,27.750733,85.260083,Kathmandu,wet,4,0,0,1,AQ0183,49.55
HH00740,27.644013,85.332341,Bhaktapur,wet,5,0,1,0,AQ0480,23.76
HH00741,27.677706,85.430833,Bhaktapur,wet,6,0,1,0,AQ0443,39.07
HH00742,27.773145,85.380377,Lalitpur,dry,6,0,1,0,AQ0440,55.33
HH00743,27.744884,85.302604,Bhaktapur,dry,6,1,1,1,AQ0406,17.4
HH00744,27.680762,85.296842,Bhaktapur,dry,3,0,1,0,AQ0228,38.27
HH00745,27.642949,85.318491,Bhaktapur,dry,3,1,1,1,AQ0236,21.96
HH00746,27.671194,85.246031,Lalitpur,dry,6,1,0,0,AQ0146,38.22
HH00747,27.656821,85.36484,Kathmandu,dry,5,0,1,0,AQ0058,47.39
HH00748,27.635218,85.29468,Kathmandu,dry,5,1,0,0,AQ0296,36.95
HH00749,27.748667,85.421615,Kathmandu,wet,3,0,1,0,AQ0241,39.49
HH00750,27.650414,85.396704,Lalitpur,wet,4,1,1,0,AQ0345,24.9
HH00751,27.690833,85.358733,Kathmandu,dry,5,0,0,1,AQ0287,30.76
HH00752,27.677172,85.294693,Kathmandu,dry,7,0,1,0,AQ0440,49.32
HH00753,27.796415,85.254582,Kathmandu,wet,7,0,1,0,AQ0163,38.48
HH00754,27.678218,85.401799,Kathmandu,wet,5,1,0,1,AQ0026,30.74
HH00755,27.615996,85.326466,Lalitpur,dry,5,1,0,1,AQ0452,38.03
HH00756,27.617965,85.258435,Bhaktapur,dry,6,1,0,0,AQ0106,63.79
HH00757,27.718151,85.250745,Lalitpur,wet,5,1,0,1,AQ0240,51.79
HH00758,27.719873,85.243004,Lalitpur,dry,5,0,1,0,AQ0340,34.68
HH00759,27.683752,85.402062,Lalitpur,dry,7,1,0,0,AQ0418,36.77
HH00760,27.686369,85.259537,Kathmandu,dry,6,0,1,0,AQ0332,50.92
HH00761,27.610787,85.336927,Kathmandu,wet,7,1,0,1,AQ0400,72.62
HH00762,27.703309,85.317402,Bhaktapur,wet,4,1,1,1,AQ0379,37.53
HH00763,27.700948,85.350699,Kathmandu,wet,5,0,1,0,AQ0042,31.35
HH00764,27.62991,85.42806,Kathmandu,wet,6,1,1,0,AQ0133,32.43
HH00765,27.620768,85.425614,Lalitpur,dry,3,0,0,1,AQ0317,41.27
HH00766,27.624714,85.31728,Kathmandu,wet,6,1,1,1,AQ0044,45.16
HH00767,27.620206,85.203995,Kathmandu,dry,4,1,1,1,AQ0035,25.41
HH00768,27.721942,85.310875,Kathmandu,wet,6,0,0,1,AQ0364,33.8
HH00769,27.639297,85.35761,Kathmandu,wet,5,0,1,1,AQ0347,29.35
HH00770,27.650286,85.345019,Kathmandu,dry,4,0,1,1,AQ0384,21.78
HH00771,27.634714,85.369347,Kathmandu,dry,5,1,1,0,AQ0001,28.85
HH00772,27.791567,85.24006,Lalitpur,wet,5,0,1,0,AQ0226,24.61
HH00773,27.770923,85.368099,Bhaktapur,dry,5,1,0,1,AQ0299,19.54
HH00774,27.646099,85.247489,Kathmandu,dry,4,1,1,0,AQ0288,46.34
HH00775,27.665513,85.395136,Bhaktapur,dry,7,1,1,0,AQ0236,21.59
HH00776,27.641979,85.288163,Kathmandu,dry,5,1,1,0,AQ0359,26.31
HH00777,27.698375,85.384573,Kathmandu,wet,5,1,1,0,AQ0447,52.13
HH00778,27.603922,85.212445,Kathmandu,dry,3,1,0,0,AQ0033,50.45
HH00779,27.734274,85.306044,Lalitpur,dry,7,1,0,0,AQ0095,72.3
HH00780,27.704632,85.383309,Kathmandu,wet,4,1,1,1,AQ0205,31.84
HH00781,27.779728,85.258986,Lalitpur,wet,5,1,1,1,AQ0109,23.95
HH00782,27.632879,85.406775,Lalitpur,dry,6,0,1,0,AQ0322,26.61
HH00783,27.760822,85.364003,Lalitpur,wet,4,1,0,0,AQ0030,37.6
HH00784,27.758392,85.352766,Lalitpur,wet,5,1,1,0,AQ0266,12.51
HH00785,27.625436,85.291923,Bhaktapur,dry,4,0,1,1,AQ0023,21.33
HH00786,27.679712,85.325437,Kathmandu,wet,6,0,1,1,AQ0097,17.43
HH00787,27.634031,85.355311,Kathmandu,wet,5,1,1,0,AQ0039,26.3
HH00788,27.650944,85.32284,Lalitpur,dry,7,1,0,0,AQ0173,48.04
HH00789,27.652649,85.381561,Lalitpur,dry,7,1,1,1,AQ0248,32.89
HH00790,27.711247,85.312761,Kathmandu,wet,5,0,1,0,AQ0379,47.02
HH00791,27.682282,85.252591,Kathmandu,dry,6,1,0,0,AQ0413,20.39
HH00792,27.789547,85.255623,Kathmandu,dry,5,1,0,0,AQ0414,20.76
HH00793,27.625274,85.201509,Kathmandu,dry,4,1,1,0,AQ0162,30.13
HH00794,27.794738,85.278249,Kathmandu,wet,5,0,1,1,AQ0180,30.93
HH00795,27.646128,85.394719,Bhaktapur,wet,7,0,0,1,AQ0103,13.8
HH00796,27.754575,85.406482,Lalitpur,wet,4,1,1,0,AQ0209,39.46
HH00797,27.667794,85.252642,Kathmandu,dry,4,1,1,0,AQ0022,38.78
HH00798,27.628616,85.449351,Lalitpur,dry,4,0,1,0,AQ0005,40.04
HH00799,27.771578,85.330625,Bhaktapur,dry,4,0,0,1,AQ0139,10.17
HH00800,27.661772,85.438414,Kathmandu,dry,3,1,1,0,AQ0214,62.91
HH00801,27.731771,85.383759,Kathmandu,dry,5,0,1,1,AQ0160,52.62
HH00802,27.713289,85.387833,Lalitpur,wet,5,0,1,0,AQ0408,44.16
HH00803,27.694351,85.222111,Lalitpur,dry,5,1,0,0,AQ0395,48.59
HH00804,27.699164,85.257198,Kathmandu,dry,4,1,1,0,AQ0139,3.76
HH00805,27.746448,85.202292,Bhaktapur,dry,5,1,0,1,AQ0145,49.63
HH00806,27.617555,85.386193,Kathmandu,wet,7,1,0,0,AQ0160,51.3
HH00807,27.733636,85.289554,Kathmandu,dry,8,1,1,0,AQ0083,42.59
HH00808,27.779162,85.40453,Kathmandu,wet,5,1,0,0,AQ0155,25.81
HH00809,27.611558,85.288123,Kathmandu,wet,3,1,1,0,AQ0288,41.79
HH00810,27.628131,85.413027,Lalitpur,dry,8,1,1,0,AQ0317,46.1
HH00811,27.743326,85.233982,Bhaktapur,dry,6,1,0,0,AQ0281,53.03
HH00812,27.687456,85.245077,Kathmandu,wet,4,1,0,1,AQ0064,28.98
HH00813,27.68071,85.288628,Bhaktapur,dry,3,1,1,0,AQ0192,43.85
HH00814,27.627393,85.306207,Bhaktapur,wet,3,0,0,1,AQ0156,22.13
HH00815,27.701354,85.290663,Kathmandu,wet,4,1,1,0,AQ0424,23.45
HH00816,27.625309,85.398548,Lalitpur,wet,3,1,1,0,AQ0500,17.37
HH00817,27.695324,85.225207,Kathmandu,dry,7,1,0,1,AQ0091,32.37
HH00818,27.752723,85.291316,Lalitpur,dry,5,1,0,0,AQ0142,46.48
HH00819,27.651653,85.417682,Kathmandu,dry,5,1,1,0,AQ0042,38.68
HH00820,27.696157,85.217367,Lalitpur,dry,6,1,1,1,AQ0249,24.76
HH00821,27.798403,85.445009,Kathmandu,wet,6,0,1,0,AQ0295,40.43
HH00822,27.73733,85.456442,Bhaktapur,wet,7,0,1,0,AQ0258,45.67
HH00823,27.768271,85.223028,Bhaktapur,dry,8,1,0,0,AQ0337,44.83
HH00824,27.68297,85.275731,Kathmandu,wet,4,1,1,1,AQ0001,15.64
HH00825,27.753572,85.296824,Kathmandu,dry,8,1,1,1,AQ0109,33.93
HH00826,27.608102,85.401862,Kathmandu,dry,6,1,1,1,AQ0416,45.63
HH00827,27.624582,85.354941,Lalitpur,dry,3,1,1,0,AQ0467,14.4
HH00828,27.640614,85.367535,Kathmandu,wet,5,0,1,0,AQ0125,33.65
HH00829,27.68039,85.396953,Lalitpur,wet,5,1,1,0,AQ0064,26.1
HH00830,27.769149,85.230675,Kathmandu,dry,7,1,1,1,AQ0206,14.58
HH00831,27.669253,85.416634,Kathmandu,wet,4,1,1,1,AQ0415,65.9
HH00832,27.730924,85.383461,Kathmandu,dry,5,1,1,1,AQ0442,44.07
HH00833,27.741863,85.350109,Kathmandu,wet,3,1,1,0,AQ0338,34.55
HH00834,27.717236,85.431331,Lalitpur,wet,4,0,0,1,AQ0244,38.87
HH00835,27.671448,85.38208,Bhaktapur,wet,3,1,1,0,AQ0078,57.88
HH00836,27.715411,85.252442,Kathmandu,wet,5,1,1,0,AQ0111,16.16
HH00837,27.668453,85.311734,Lalitpur,dry,6,0,1,0,AQ0142,39.46
HH00838,27.616775,85.328451,Kathmandu,wet,4,0,0,1,AQ0216,38.02
HH00839,27.798561,85.214357,Lalitpur,wet,5,0,1,0,AQ0453,38.39
HH00840,27.625436,85.448206,Kathmandu,wet,4,0,1,0,AQ0016,34.11
HH00841,27.61447,85.23343,Lalitpur,wet,3,0,1,1,AQ0453,27.03
HH00842,27.775706,85.38134,Bhaktapur,wet,5,1,1,0,AQ0054,18.89
HH00843,27.660367,85.33162,Kathmandu,wet,3,1,1,0,AQ0141,43.62
HH00844,27.730059,85.206664,Lalitpur,dry,5,0,1,0,AQ0380,38.44
HH00845,27.665801,85.440434,Kathmandu,dry,3,1,1,0,AQ0336,38.6
HH00846,27.678291,85.421478,Kathmandu,dry,3,1,0,1,AQ0079,61.07
HH00847,27.652423,85.336307,Kathmandu,dry,5,0,1,1,AQ0415,81.26
HH00848,27.668609,85.259525,Kathmandu,wet,5,1,0,0,AQ0453,36.07
HH00849,27.68214,85.231622,Kathmandu,dry,3,0,1,0,AQ0149,51.48
HH00850,27.744083,85.294482,Kathmandu,dry,5,1,1,0,AQ0127,41.04
HH00851,27.702307,85.266411,Kathmandu,wet,6,1,0,0,AQ0158,14.06
HH00852,27.788713,85.33174,Kathmandu,dry,6,1,0,1,AQ0279,47.44
HH00853,27.608376,85.451266,Lalitpur,wet,3,1,1,0,AQ0038,37.09
HH00854,27.700614,85.349488,Bhaktapur,wet,5,0,1,1,AQ0157,22.32
HH00855,27.716845,85.431382,Kathmandu,dry,5,0,1,0,AQ0333,73.46
HH00856,27.784039,85.369228,Kathmandu,wet,3,0,1,1,AQ0288,42.44
HH00857,27.609832,85.323564,Kathmandu,wet,7,1,1,0,AQ0112,17.39
HH00858,27.7147,85.422198,Bhaktapur,wet,7,1,0,0,AQ0190,47.64
HH00859,27.770726,85.322556,Lalitpur,wet,7,1,0,0,AQ0106,60.23
HH00860,27.648386,85.425843,Kathmandu,wet,6,1,1,0,AQ0091,39.75
HH00861,27.775258,85.27581,Kathmandu,dry,6,0,1,0,AQ0354,31.6
HH00862,27.603809,85.233491,Kathmandu,dry,5,0,1,1,AQ0301,24.76
HH00863,27.746491,85.422382,Kathmandu,dry,5,1,1,0,AQ0049,31.29
HH00864,27.786623,85.352728,Bhaktapur,wet,6,0,1,1,AQ0161,50.91
HH00865,27.73144,85.431164,Bhaktapur,dry,5,1,0,1,AQ0004,22.4
HH00866,27.687806,85.443835,Kathmandu,dry,4,0,1,1,AQ0402,24.06
HH00867,27.608976,85.213943,Lalitpur,wet,4,0,1,1,AQ0198,43.59
HH00868,27.784023,85.330252,Kathmandu,dry,7,1,1,0,AQ0320,39.55
HH00869,27.694059,85.297491,Kathmandu,dry,3,1,1,0,AQ0412,41.15
HH00870,27.605799,85.362723,Bhaktapur,dry,5,1,1,0,AQ0364,32.14
HH00871,27.737964,85.406334,Lalitpur,wet,8,0,0,1,AQ0377,50.24
HH00872,27.696367,85.272953,Kathmandu,wet,6,1,1,0,AQ0442,42.59
HH00873,27.624869,85.344768,Kathmandu,dry,8,1,0,0,AQ0475,40.66
HH00874,27.642854,85.384269,Bhaktapur,dry,5,1,1,0,AQ0254,53.89
HH00875,27.612898,85.234952,Lalitpur,dry,3,1,1,0,AQ0090,17.8
HH00876,27.714859,85.411657,Kathmandu,dry,6,1,0,0,AQ0312,53.71
HH00877,27.724406,85.357588,Kathmandu,dry,4,1,1,0,AQ0020,18.33
HH00878,27.701148,85.44688,Kathmandu,wet,4,1,0,0,AQ0077,6.15
HH00879,27.76342,85.288278,Bhaktapur,dry,4,0,0,1,AQ0220,50.77
HH00880,27.772202,85.228118,Lalitpur,wet,4,1,1,0,AQ0162,19.97
HH00881,27.723125,85.33169,Kathmandu,dry,4,1,1,0,AQ0497,29.86
HH00882,27.602551,85.222311,Lalitpur,dry,4,0,1,1,AQ0343,30.15
HH00883,27.739046,85.452077,Lalitpur,wet,5,0,0,1,AQ0394,49.84
HH00884,27.6836,85.210058,Kathmandu,dry,6,1,1,0,AQ0115,39.31
HH00885,27.713111,85.395911,Kathmandu,wet,4,1,1,0,AQ0094,45.63
HH00886,27.729816,85.336527,Lalitpur,wet,4,1,1,0,AQ0406,15.61
HH00887,27.670047,85.295841,Lalitpur,wet,5,0,1,0,AQ0133,38.42
HH00888,27.78342,85.217119,Lalitpur,wet,5,1,0,0,AQ0172,15.62
HH00889,27.626795,85.361763,Bhaktapur,wet,7,1,1,0,AQ0114,33.83
HH00890,27.734302,85.352157,Kathmandu,wet,3,1,1,0,AQ0009,35.43
HH00891,27.600872,85.27303,Kathmandu,dry,7,0,0,1,AQ0299,26.48
HH00892,27.78493,85.436658,Bhaktapur,dry,5,1,1,1,AQ0260,59.5
HH00893,27.622501,85.279069,Kathmandu,dry,5,1,1,0,AQ0170,22.55
HH00894,27.618977,85.316929,Lalitpur,wet,3,1,1,0,AQ0321,10.29
HH00895,27.666602,85.341378,Lalitpur,dry,4,1,0,0,AQ0098,28.86
HH00896,27.674713,85.22606,Lalitpur,dry,4,1,1,0,AQ0169,26.41
HH00897,27.64286,85.442362,Kathmandu,wet,4,1,1,0,AQ0448,15.65
HH00898,27.717024,85.297379,Lalitpur,dry,5,0,0,1,AQ0311,70.46
HH00899,27.688583,85.221003,Bhaktapur,wet,6,0,1,0,AQ0218,20.58
HH00900,27.606835,85.300696,Lalitpur,dry,6,1,1,1,AQ0402,18.39
HH00901,27.66393,85.356053,Kathmandu,wet,5,1,1,0,AQ0400,59.0
HH00902,27.762087,85.33355,Kathmandu,wet,5,0,1,1,AQ0343,25.21
HH00903,27.73794,85.380581,Kathmandu,dry,4,1,1,1,AQ0430,31.97
HH00904,27.744974,85.214426,Kathmandu,wet,8,1,1,0,AQ0420,61.43
HH00905,27.739623,85.273981,Kathmandu,wet,5,0,1,1,AQ0346,48.82
HH00906,27.662195,85.413,Bhaktapur,dry,4,0,1,0,AQ0450,15.54
HH00907,27.619933,85.220772,Lalitpur,dry,4,0,1,0,AQ0044,41.09
HH00908,27.654493,85.422426,Lalitpur,dry,5,0,0,1,AQ0500,22.97
HH00909,27.766357,85.223893,Lalitpur,wet,5,1,0,0,AQ0261,16.03
HH00910,27.796094,85.416958,Kathmandu,wet,3,0,1,0,AQ0285,34.49
HH00911,27.698769,85.293805,Bhaktapur,dry,6,1,0,0,AQ0126,36.82
HH00912,27.60194,85.359174,Kathmandu,wet,6,1,1,0,AQ0260,60.96
HH00913,27.628009,85.239751,Kathmandu,wet,5,1,0,0,AQ0495,40.21
HH00914,27.664416,85.217204,Kathmandu,dry,3,1,1,0,AQ0355,29.99
HH00915,27.715717,85.256144,Bhaktapur,wet,4,0,1,1,AQ0214,59.96
HH00916,27.615019,85.233242,Bhaktapur,wet,7,1,1,0,AQ0305,43.66
HH00917,27.788671,85.281226,Kathmandu,wet,7,1,0,0,AQ0200,20.34
HH00918,27.673017,85.33374,Bhaktapur,wet,4,1,0,1,AQ0236,16.33
HH00919,27.782517,85.353077,Kathmandu,wet,4,0,1,0,AQ0341,27.48
HH00920,27.756104,85.405366,Kathmandu,wet,4,1,0,0,AQ0136,29.65
HH00921,27.751087,85.370622,Bhaktapur,wet,4,1,1,0,AQ0378,75.51
HH00922,27.721344,85.358277,Bhaktapur,dry,5,0,1,0,AQ0436,49.36
HH00923,27.725357,85.307063,Lalitpur,dry,8,0,1,0,AQ0116,55.31
HH00924,27.727601,85.32319,Lalitpur,wet,4,0,1,1,AQ0453,24.73
HH00925,27.725744,85.307775,Bhaktapur,dry,3,1,1,0,AQ0405,56.71
HH00926,27.710746,85.418963,Lalitpur,wet,7,0,1,1,AQ0155,28.92
HH00927,27.797283,85.2598,Bhaktapur,wet,3,1,1,0,AQ0422,7.13
HH00928,27.746458,85.201487,Lalitpur,wet,8,1,1,1,AQ0389,20.91
HH00929,27.755389,85.369343,Bhaktapur,dry,5,1,1,0,AQ0341,40.25
HH00930,27.774493,85.25264,Bhaktapur,dry,7,1,1,0,AQ0317,34.16
HH00931,27.643128,85.43143,Kathmandu,dry,4,0,1,0,AQ0392,60.98
HH00932,27.616761,85.423352,Bhaktapur,wet,3,0,1,0,AQ0342,20.85
HH00933,27.696579,85.219949,Kathmandu,wet,5,1,1,0,AQ0018,44.27
HH00934,27.702816,85.227661,Kathmandu,dry,5,1,0,1,AQ0388,42.01
HH00935,27.765836,85.328745,Lalitpur,wet,4,0,0,1,AQ0004,29.39
HH00936,27.688757,85.358398,Kathmandu,dry,8,1,1,0,AQ0165,20.91
HH00937,27.714171,85.271476,Lalitpur,dry,6,1,1,1,AQ0127,32.08
HH00938,27.705414,85.386367,Bhaktapur,dry,5,1,1,0,AQ0399,51.81
HH00939,27.607641,85.354678,Kathmandu,dry,4,1,1,0,AQ0422,14.82
HH00940,27.723043,85.284454,Kathmandu,dry,6,0,1,0,AQ0411,34.91
HH00941,27.765609,85.206597,Bhaktapur,dry,6,1,1,1,AQ0213,78.11
HH00942,27.6315,85.395039,Kathmandu,dry,4,1,1,1,AQ0048,43.68
HH00943,27.718866,85.255836,Kathmandu,wet,7,1,0,0,AQ0046,51.3
HH00944,27.718722,85.416963,Kathmandu,dry,4,1,1,0,AQ0046,48.25
HH00945,27.632837,85.309275,Lalitpur,wet,4,0,1,0,AQ0048,48.47
HH00946,27.624693,85.35004,Lalitpur,wet,3,0,1,1,AQ0187,17.49
HH00947,27.79601,85.426967,Bhaktapur,wet,6,1,1,0,AQ0120,35.83
HH00948,27.678744,85.424542,Kathmandu,wet,5,0,1,1,AQ0132,6.59
HH00949,27.645484,85.296595,Bhaktapur,dry,4,0,1,1,AQ0459,35.82
HH00950,27.634265,85.254311,Lalitpur,dry,4,1,1,0,AQ0019,16.51
HH00951,27.73352,85.401538,Kathmandu,wet,3,0,0,1,AQ0441,43.52
HH00952,27.721889,85.312601,Lalitpur,wet,4,1,0,1,AQ0275,48.0
HH00953,27.72871,85.249931,Lalitpur,dry,5,1,0,0,AQ0475,31.94
HH00954,27.617601,85.435151,Lalitpur,dry,4,1,1,1,AQ0232,72.4
HH00955,27.778707,85.251507,Kathmandu,dry,4,0,0,1,AQ0042,32.95
HH00956,27.677853,85.20671,Kathmandu,wet,7,1,1,0,AQ0092,19.24
HH00957,27.662674,85.205273,Kathmandu,dry,5,1,1,0,AQ0261,23.49
HH00958,27.692472,85.361802,Kathmandu,wet,6,1,0,1,AQ0048,46.23
HH00959,27.678013,85.372036,Lalitpur,wet,3,1,0,1,AQ0409,37.83
HH00960,27.772715,85.280871,Kathmandu,wet,4,1,1,0,AQ0451,14.44
HH00961,27.785852,85.283203,Lalitpur,wet,5,1,1,0,AQ0282,8.14
HH00962,27.660691,85.288268,Kathmandu,wet,4,1,0,0,AQ0074,34.0
HH00963,27.772787,85.376841,Kathmandu,dry,3,1,0,1,AQ0216,28.49
HH00964,27.756305,85.215115,Lalitpur,wet,7,1,1,1,AQ0446,12.61
HH00965,27.786162,85.44157,Kathmandu,wet,7,1,1,0,AQ0221,15.07
