aquifer_id,lat,lon,district,well_type,well_depth_m,water_table_depth_m,transmissivity_m2_per_day,hydraulic_conductivity_m_per_day,aquifer_thickness_m,tds_mg_per_L,nitrate_mg_per_L,fluoride_mg_per_L,pH,land_use,season,depletion_rate_m_per_year,years_depleting
AQ0350,27.792439,85.272481,Bhaktapur,shallow_tube,46.95,10.96,241.58,6.8688,35.17,596.5,3.991,0.664,8.04,urban,dry,1.03,10
AQ0351,27.661973,85.326877,Kathmandu,deep_tube,31.37,1.0,369.16,13.2469,27.87,170.5,12.681,0.355,6.89,urban,wet,1.87,9
AQ0352,27.63593,85.344518,Bhaktapur,shallow_tube,43.12,7.26,820.96,60.0216,13.68,568.8,5.708,0.428,6.68,urban,dry,1.32,10
AQ0353,27.600977,85.434165,Kathmandu,deep_tube,277.26,25.39,277.58,7.1146,39.01,219.2,6.844,0.01,8.58,urban,dry,1.8,8
AQ0354,27.607557,85.360842,Kathmandu,dug,7.38,0.2,186.96,3.8151,49.0,278.7,4.018,0.705,7.58,urban,wet,1.21,12
AQ0355,27.773205,85.243042,Bhaktapur,deep_tube,270.85,38.13,125.85,2.8743,43.78,441.0,6.036,0.366,7.16,urban,dry,1.55,2
AQ0356,27.69959,85.277509,Lalitpur,deep_tube,130.4,23.87,424.41,27.7573,15.29,361.2,4.994,0.45,7.75,urban,dry,1.49,5
AQ0357,27.658563,85.293775,Kathmandu,shallow_tube,36.74,11.84,248.93,29.6227,8.4,1226.5,3.513,0.29,6.94,peri-urban,wet,1.13,4
AQ0358,27.754249,85.209703,Kathmandu,shallow_tube,32.75,20.37,273.14,42.6903,6.4,349.0,1.787,1.347,7.63,agriculture,dry,2.31,1
AQ0359,27.764168,85.259086,Lalitpur,shallow_tube,61.69,7.51,198.62,20.7815,9.56,201.2,4.62,1.24,7.6,urban,dry,0.35,9
AQ0360,27.780508,85.218326,Bhaktapur,dug,4.26,7.96,1281.11,151.9049,8.43,618.0,4.717,0.485,7.59,urban,wet,1.7,13
AQ0361,27.689146,85.40903,Kathmandu,shallow_tube,70.54,14.91,103.59,8.7953,11.78,360.6,2.958,1.032,7.18,peri-urban,wet,1.46,3
AQ0362,27.69355,85.268198,Kathmandu,deep_tube,280.42,1.0,292.75,16.476,17.77,1323.0,4.493,0.686,7.16,urban,dry,1.45,8
AQ0363,27.686487,85.355793,Kathmandu,shallow_tube,44.46,4.46,426.58,21.2203,20.1,318.1,8.397,1.117,7.97,urban,wet,0.98,9
AQ0364,27.798919,85.320497,Lalitpur,shallow_tube,38.83,14.26,731.48,42.0528,17.39,280.5,4.689,0.871,7.21,urban,dry,1.89,5
AQ0365,27.783657,85.30201,Kathmandu,shallow_tube,42.76,13.45,326.24,13.9114,23.45,251.0,4.236,0.599,7.29,urban,dry,1.31,6
AQ0366,27.705429,85.390991,Kathmandu,deep_tube,201.67,30.1,121.29,17.1116,7.09,957.1,4.144,0.285,7.21,agriculture,wet,0.97,3
AQ0367,27.620792,85.440591,Bhaktapur,shallow_tube,41.12,30.09,62.5,1.6514,37.85,1158.7,0.167,0.536,7.24,peri-urban,dry,2.19,6
AQ0368,27.751247,85.268982,Bhaktapur,deep_tube,215.65,12.89,1912.99,83.5376,22.9,313.9,3.934,0.269,7.14,urban,dry,0.62,6
AQ0369,27.721014,85.339973,Kathmandu,shallow_tube,46.77,11.23,191.52,4.0784,46.96,365.8,6.114,0.389,6.83,urban,dry,1.19,4
AQ0370,27.758933,85.314079,Kathmandu,shallow_tube,22.28,12.46,480.75,10.1861,47.2,288.7,6.858,0.583,7.19,urban,wet,1.27,12
AQ0371,27.656938,85.421902,Kathmandu,dug,4.26,6.69,227.66,6.2727,36.29,2000.0,1.943,1.115,7.09,urban,wet,2.34,11
AQ0372,27.664133,85.338085,Kathmandu,dug,5.13,19.9,118.32,23.5795,5.02,305.7,2.63,0.666,7.17,urban,dry,1.71,7
AQ0373,27.605947,85.217933,Lalitpur,shallow_tube,33.84,16.64,761.49,18.0801,42.12,418.6,8.724,0.388,7.24,urban,dry,1.71,10
AQ0374,27.795653,85.23963,Kathmandu,shallow_tube,26.46,19.82,222.63,32.6127,6.83,714.4,6.803,0.01,7.33,urban,dry,1.1,6
AQ0375,27.733701,85.443157,Lalitpur,dug,7.61,5.15,1324.69,92.294,14.35,569.9,3.142,0.6,7.09,peri-urban,dry,1.57,9
AQ0376,27.637677,85.214062,Kathmandu,deep_tube,151.77,1.0,55.84,5.1859,10.77,476.8,3.725,1.409,7.59,peri-urban,wet,0.33,5
AQ0377,27.633688,85.390116,Bhaktapur,deep_tube,167.71,18.16,42.41,0.981,43.23,100.4,5.144,1.046,7.92,urban,wet,0.52,10
AQ0378,27.659668,85.265756,Kathmandu,shallow_tube,52.33,5.14,302.75,7.0637,42.86,1219.1,9.29,0.621,7.16,urban,wet,1.89,13
AQ0379,27.636634,85.347321,Kathmandu,shallow_tube,36.06,14.41,785.3,23.6755,33.17,375.6,3.939,0.207,9.0,urban,dry,1.03,9
AQ0380,27.719423,85.306046,Kathmandu,shallow_tube,39.11,25.79,180.36,20.3424,8.87,234.4,2.941,0.065,6.3,peri-urban,dry,1.33,4
AQ0381,27.70543,85.383557,Kathmandu,deep_tube,91.47,40.3,233.95,5.4491,42.93,791.6,2.79,0.666,7.28,urban,dry,1.29,2
AQ0382,27.728951,85.284915,Lalitpur,shallow_tube,51.76,0.5,1050.47,61.5956,17.05,720.8,4.843,0.149,6.96,green,dry,0.87,1
AQ0383,27.76911,85.35274,Kathmandu,deep_tube,214.21,16.47,655.02,36.1618,18.11,188.1,4.09,0.984,7.42,urban,wet,0.61,9
AQ0384,27.77431,85.311685,Kathmandu,dug,5.65,0.2,1479.12,30.6467,48.26,850.7,6.642,1.183,7.3,urban,dry,0.47,7
AQ0385,27.700724,85.41677,Bhaktapur,shallow_tube,47.26,13.46,555.09,15.5638,35.67,543.4,3.031,0.642,6.43,urban,dry,2.42,10
AQ0386,27.721894,85.405144,Kathmandu,dug,6.21,0.2,986.08,30.2748,32.57,844.0,6.385,0.699,6.43,peri-urban,dry,2.15,5
AQ0387,27.757808,85.287744,Kathmandu,shallow_tube,42.05,17.01,186.58,5.0871,36.68,371.5,2.904,1.502,6.9,peri-urban,dry,1.29,1
AQ0388,27.708515,85.258261,Kathmandu,deep_tube,154.73,16.24,74.38,3.6476,20.39,291.7,3.164,1.197,7.64,peri-urban,dry,0.96,14
AQ0389,27.644756,85.433134,Kathmandu,shallow_tube,28.56,19.29,750.38,27.7759,27.02,182.2,1.172,0.241,8.26,peri-urban,wet,2.38,5
AQ0390,27.744983,85.42369,Kathmandu,deep_tube,90.1,31.16,533.75,15.1801,35.16,529.7,1.906,0.277,6.93,urban,dry,2.28,6
AQ0391,27.694576,85.20977,Lalitpur,dug,7.15,2.09,953.46,26.7471,35.65,219.2,4.888,0.709,6.91,urban,dry,2.25,5
AQ0392,27.73347,85.210962,Kathmandu,shallow_tube,10.52,7.32,189.18,5.2534,36.01,169.9,5.859,0.947,7.61,urban,dry,1.88,13
AQ0393,27.744257,85.239107,Lalitpur,shallow_tube,32.68,23.08,308.99,8.1978,37.69,334.7,3.763,0.421,6.72,peri-urban,dry,2.44,2
AQ0394,27.703526,85.344469,Lalitpur,deep_tube,152.96,16.1,289.58,7.3193,39.56,242.3,8.754,0.86,6.45,urban,wet,2.36,9
AQ0395,27.692385,85.411198,Bhaktapur,shallow_tube,31.61,22.48,496.94,12.1769,40.81,323.5,4.274,0.01,6.96,urban,dry,1.58,5
AQ0396,27.628916,85.373815,Kathmandu,shallow_tube,38.12,9.38,127.42,2.724,46.78,374.4,1.062,1.164,7.12,peri-urban,dry,0.7,11
AQ0397,27.600158,85.402535,Kathmandu,shallow_tube,31.18,10.66,156.03,8.409,18.56,1626.5,5.288,1.032,6.57,urban,wet,0.65,9
AQ0398,27.763071,85.42233,Kathmandu,shallow_tube,43.67,7.8,309.91,35.858,8.64,603.4,2.182,0.639,7.38,agriculture,wet,2.03,3
AQ0399,27.620589,85.379756,Kathmandu,shallow_tube,27.97,3.6,305.92,10.8025,28.32,299.1,1.983,0.624,7.54,agriculture,dry,1.05,6
AQ0400,27.70006,85.369725,Kathmandu,shallow_tube,41.76,10.0,215.83,4.9602,43.51,221.5,7.756,1.409,6.93,urban,wet,1.0,5
AQ0401,27.621398,85.379865,Bhaktapur,shallow_tube,17.76,11.6,657.31,31.3765,20.95,181.8,0.01,1.12,7.12,peri-urban,dry,2.38,13
AQ0402,27.687372,85.298096,Kathmandu,dug,10.16,8.71,145.82,9.32,15.65,272.9,2.597,0.432,7.49,peri-urban,dry,2.21,2
AQ0403,27.623692,85.20341,Kathmandu,shallow_tube,29.89,20.09,72.15,4.6821,15.41,334.3,3.052,0.386,6.65,urban,dry,1.09,7
AQ0404,27.719941,85.394122,Lalitpur,shallow_tube,54.52,14.22,220.44,9.8025,22.49,1000.7,4.538,0.518,8.63,urban,dry,1.91,11
AQ0405,27.788993,85.320451,Kathmandu,deep_tube,128.9,14.86,289.09,5.8734,49.22,164.2,1.629,0.909,7.58,urban,wet,1.35,1
AQ0406,27.798418,85.232588,Lalitpur,shallow_tube,55.66,13.21,314.52,61.603,5.11,643.2,1.448,1.338,6.67,urban,dry,1.87,6
AQ0407,27.615918,85.435099,Kathmandu,deep_tube,172.28,34.08,534.78,16.7892,31.85,191.7,4.044,0.01,7.75,urban,dry,1.35,7
AQ0408,27.712651,85.361956,Kathmandu,dug,3.55,17.03,190.94,4.7364,40.31,645.2,2.775,0.975,8.0,urban,dry,2.36,5
AQ0409,27.79653,85.359262,Kathmandu,deep_tube,77.45,16.59,674.8,18.2808,36.91,280.0,1.076,0.54,6.47,peri-urban,wet,2.02,13
AQ0410,27.690652,85.398047,Lalitpur,shallow_tube,28.69,5.07,177.07,12.2726,14.43,678.6,6.317,0.371,7.34,urban,dry,2.33,9
AQ0411,27.680929,85.215612,Lalitpur,dug,5.18,5.05,814.96,28.5994,28.5,151.9,0.805,1.057,6.72,peri-urban,wet,0.75,7
AQ0412,27.768362,85.400338,Kathmandu,dug,8.39,8.33,331.56,15.859,20.91,185.3,7.945,0.521,6.95,urban,dry,2.18,10
AQ0413,27.706696,85.213189,Kathmandu,deep_tube,196.43,41.21,240.32,9.7072,24.76,490.5,1.041,1.102,7.53,agriculture,dry,1.09,8
AQ0414,27.646897,85.320162,Kathmandu,shallow_tube,39.8,16.94,74.69,3.036,24.6,1028.3,1.136,0.402,7.54,peri-urban,dry,1.64,10
AQ0415,27.673948,85.321514,Kathmandu,dug,5.48,4.52,340.64,9.0031,37.84,360.8,11.645,0.532,6.53,urban,wet,1.59,11
AQ0416,27.761469,85.390748,Kathmandu,deep_tube,69.56,6.69,420.56,10.4121,40.39,396.7,6.002,1.012,6.94,urban,wet,1.61,2
AQ0417,27.797868,85.36979,Bhaktapur,dug,4.5,9.83,620.32,20.5052,30.25,962.3,4.022,1.276,7.67,urban,dry,1.19,10
AQ0418,27.683099,85.300694,Kathmandu,shallow_tube,30.43,16.97,917.07,57.7789,15.87,213.8,2.889,0.818,6.9,agriculture,dry,1.4,2
AQ0419,27.676992,85.300574,Lalitpur,deep_tube,137.03,1.81,89.86,12.2225,7.35,274.3,12.942,0.01,7.14,urban,dry,1.7,6
AQ0420,27.796478,85.249508,Kathmandu,dug,5.2,12.66,105.51,2.1274,49.59,168.3,4.489,0.328,7.38,urban,dry,0.81,6
AQ0421,27.663337,85.369326,Kathmandu,shallow_tube,49.86,10.59,621.41,57.9858,10.72,365.0,2.938,0.01,7.7,urban,dry,1.41,3
AQ0422,27.662674,85.273777,Lalitpur,deep_tube,132.94,32.51,222.4,7.0557,31.52,169.3,7.065,0.281,7.3,urban,dry,1.51,11
AQ0423,27.781846,85.225439,Kathmandu,dug,8.37,2.13,194.18,9.1612,21.2,338.3,10.215,0.259,7.53,urban,wet,0.84,10
AQ0424,27.620676,85.245166,Kathmandu,shallow_tube,39.82,2.47,66.94,2.0778,32.22,899.6,8.837,0.202,7.42,urban,dry,0.37,1
AQ0425,27.679617,85.206612,Kathmandu,deep_tube,127.88,36.12,857.71,147.6754,5.81,404.7,0.796,0.506,7.3,green,dry,0.72,13
AQ0426,27.767277,85.407548,Bhaktapur,shallow_tube,68.83,0.5,122.39,3.1071,39.39,539.8,6.45,0.54,7.53,green,dry,0.47,10
AQ0427,27.771553,85.323746,Kathmandu,shallow_tube,35.79,0.62,334.69,7.3334,45.64,374.9,6.146,0.512,7.87,peri-urban,dry,2.03,4
AQ0428,27.788193,85.321593,Kathmandu,shallow_tube,43.28,29.15,290.78,7.4782,38.88,1447.0,1.295,0.077,7.31,peri-urban,dry,1.0,11
AQ0429,27.778431,85.317618,Kathmandu,deep_tube,125.42,46.11,675.65,19.7063,34.29,261.3,6.166,0.992,8.35,urban,dry,1.33,2
AQ0430,27.634152,85.256709,Kathmandu,shallow_tube,20.66,7.23,539.41,19.8912,27.12,246.1,2.282,1.021,7.54,peri-urban,wet,1.85,6
AQ0431,27.671563,85.268864,Lalitpur,shallow_tube,52.91,7.91,200.03,4.6212,43.29,262.3,5.193,0.914,7.58,urban,wet,2.4,12
AQ0432,27.663637,85.241497,Lalitpur,shallow_tube,73.8,8.71,209.42,12.2643,17.08,395.0,0.939,1.11,6.75,urban,wet,1.77,14
AQ0433,27.749463,85.213261,Kathmandu,shallow_tube,16.84,8.72,147.18,8.3954,17.53,471.1,3.191,0.294,7.52,peri-urban,wet,2.16,8
AQ0434,27.74858,85.371401,Lalitpur,shallow_tube,46.62,18.62,73.65,1.5222,48.38,467.8,2.721,1.209,7.26,peri-urban,dry,0.64,13
AQ0435,27.600604,85.261983,Bhaktapur,deep_tube,206.16,30.14,322.79,24.5377,13.15,331.1,8.064,0.639,7.27,urban,dry,0.67,9
AQ0436,27.773824,85.338532,Lalitpur,deep_tube,225.04,21.95,140.16,2.8857,48.57,790.0,3.089,0.414,5.9,urban,wet,0.88,5
AQ0437,27.632555,85.322284,Lalitpur,shallow_tube,39.53,0.5,538.53,16.3261,32.99,168.3,1.494,0.995,7.82,urban,wet,2.1,6
AQ0438,27.760852,85.364789,Kathmandu,shallow_tube,32.51,27.61,159.53,6.7614,23.59,1097.0,4.44,0.862,7.45,urban,dry,0.68,9
AQ0439,27.731229,85.420464,Kathmandu,shallow_tube,14.34,7.29,146.5,8.5744,17.09,225.6,3.616,0.972,6.82,urban,dry,2.25,1
AQ0440,27.760928,85.234474,Lalitpur,shallow_tube,11.38,20.4,1154.42,33.4658,34.5,358.4,1.614,1.376,7.19,urban,dry,2.11,8
AQ0441,27.690309,85.302005,Lalitpur,dug,7.74,10.69,215.33,4.5079,47.77,822.7,5.838,0.895,6.99,urban,dry,0.92,3
AQ0442,27.693448,85.260021,Bhaktapur,shallow_tube,49.61,15.04,630.23,28.5964,22.04,861.5,1.862,0.847,7.1,urban,dry,1.59,10
AQ0443,27.642747,85.249238,Kathmandu,dug,2.36,14.7,352.29,29.336,12.01,360.2,4.198,1.827,7.14,urban,dry,1.53,6
AQ0444,27.63434,85.363441,Kathmandu,dug,6.14,2.44,297.82,25.5025,11.68,657.1,5.638,0.527,7.67,green,dry,1.81,3
AQ0445,27.663131,85.221735,Kathmandu,dug,9.74,3.91,227.46,7.0511,32.26,422.7,10.08,0.417,7.68,urban,dry,0.82,6
AQ0446,27.749641,85.426493,Bhaktapur,shallow_tube,48.81,4.84,480.49,12.5055,38.42,800.3,7.349,0.811,7.75,peri-urban,dry,1.76,8
AQ0447,27.671194,85.271026,Kathmandu,shallow_tube,35.49,0.5,362.49,42.1542,8.6,445.7,5.308,0.646,6.86,urban,dry,1.41,4
AQ0448,27.752132,85.320181,Bhaktapur,shallow_tube,28.52,10.65,777.51,53.2494,14.6,945.4,5.52,0.737,7.11,urban,wet,0.86,4
AQ0449,27.632879,85.401027,Lalitpur,dug,3.67,7.24,67.87,2.8865,23.51,265.0,8.963,1.034,6.56,urban,dry,1.55,8
AQ0450,27.603222,85.229261,Kathmandu,dug,6.51,7.01,965.78,49.3831,19.56,400.1,2.715,0.679,8.0,urban,dry,1.05,7
AQ0451,27.798403,85.371663,Lalitpur,shallow_tube,36.25,10.75,714.85,20.7456,34.46,600.7,8.143,0.416,7.08,urban,dry,2.48,8
AQ0452,27.61447,85.419633,Kathmandu,shallow_tube,24.72,0.5,61.86,1.6533,37.42,605.5,7.631,1.053,7.32,urban,dry,0.83,9
AQ0453,27.616533,85.231542,Kathmandu,shallow_tube,40.63,8.13,296.06,12.3856,23.9,238.6,4.166,0.815,7.47,urban,dry,2.11,11
AQ0454,27.739046,85.3045,Kathmandu,shallow_tube,49.81,11.96,163.9,7.5146,21.81,511.8,0.62,1.015,6.91,urban,dry,1.82,6
AQ0455,27.612182,85.30721,Kathmandu,dug,3.65,4.23,70.59,2.5549,27.63,119.5,4.914,0.81,6.1,urban,wet,2.22,13
AQ0456,27.725744,85.338432,Bhaktapur,shallow_tube,46.57,18.17,139.11,4.9445,28.13,351.8,7.278,0.657,6.98,urban,dry,2.12,6
AQ0457,27.744298,85.201482,Kathmandu,deep_tube,101.99,17.16,397.37,27.8426,14.27,498.8,5.621,1.166,6.86,urban,dry,2.42,9
AQ0458,27.772715,85.432315,Kathmandu,deep_tube,177.65,1.0,599.68,30.7199,19.52,714.9,6.011,0.717,6.34,peri-urban,dry,1.29,10
AQ0459,27.790819,85.39379,Lalitpur,shallow_tube,35.4,4.51,1268.15,55.7945,22.73,256.1,3.793,0.327,7.94,peri-urban,dry,0.88,9
AQ0460,27.729739,85.359361,Kathmandu,dug,4.13,10.47,918.65,56.1927,16.35,279.6,2.467,0.186,7.23,urban,wet,2.45,13
AQ0461,27.712563,85.211831,Kathmandu,shallow_tube,52.48,13.51,608.54,49.5877,12.27,483.6,1.305,1.476,6.93,agriculture,dry,2.31,14
AQ0462,27.614849,85.225944,Lalitpur,dug,3.48,6.03,262.27,9.2694,28.29,772.3,4.964,0.01,6.74,urban,wet,1.86,6
AQ0463,27.71207,85.205435,Kathmandu,shallow_tube,65.64,7.31,63.96,2.6912,23.77,369.8,8.038,0.335,7.03,urban,wet,2.15,8
AQ0464,27.71511,85.437648,Bhaktapur,dug,4.69,3.01,482.19,21.2671,22.67,57.9,5.993,0.46,7.97,urban,wet,1.44,8
AQ0465,27.748156,85.396047,Lalitpur,shallow_tube,30.94,6.9,149.34,7.5346,19.82,336.6,0.454,0.834,6.53,green,dry,1.25,2
AQ0466,27.620415,85.350353,Bhaktapur,dug,7.73,5.98,332.0,11.6406,28.52,291.9,0.354,0.511,7.88,green,wet,1.38,12
AQ0467,27.78866,85.331943,Kathmandu,shallow_tube,35.75,1.07,204.4,4.5144,45.28,524.0,8.489,0.677,8.04,urban,wet,0.89,14
AQ0468,27.717346,85.398978,Kathmandu,shallow_tube,48.19,12.23,323.67,25.5621,12.66,204.7,5.625,0.82,7.47,urban,dry,0.71,2
AQ0469,27.626957,85.324019,Kathmandu,dug,6.32,7.99,251.9,7.4732,33.71,274.4,3.93,0.753,7.34,green,wet,0.68,1
AQ0470,27.626413,85.266474,Kathmandu,dug,7.19,11.79,842.75,17.9082,47.06,304.1,5.56,0.776,7.19,urban,wet,0.8,9
AQ0471,27.790784,85.403552,Bhaktapur,dug,7.44,13.46,100.98,3.82,26.44,1315.1,2.018,0.944,7.28,peri-urban,wet,2.37,13
AQ0472,27.600754,85.357844,Kathmandu,shallow_tube,16.01,7.5,2000.0,88.2469,22.66,670.8,4.422,0.01,7.75,urban,wet,0.86,9
AQ0473,27.695188,85.230646,Bhaktapur,shallow_tube,28.38,28.66,127.88,3.5475,36.05,846.7,0.415,0.585,8.15,peri-urban,dry,2.31,12
AQ0474,27.637774,85.26715,Kathmandu,deep_tube,244.16,8.47,179.01,4.5803,39.08,234.8,0.71,0.01,6.84,peri-urban,wet,0.69,1
AQ0475,27.60895,85.27411,Kathmandu,dug,3.98,1.18,1198.78,32.0734,37.38,188.8,1.483,0.974,7.14,urban,dry,1.89,9
AQ0476,27.78696,85.410231,Lalitpur,shallow_tube,73.65,4.44,468.29,15.197,30.81,1277.4,1.12,0.3,7.24,peri-urban,wet,0.36,1
AQ0477,27.699011,85.411634,Kathmandu,shallow_tube,33.81,3.26,120.02,7.0938,16.92,885.5,4.522,0.411,7.79,urban,wet,1.73,11
AQ0478,27.649975,85.354054,Kathmandu,deep_tube,102.63,10.79,414.28,9.0638,45.71,198.8,0.01,0.191,7.25,agriculture,wet,1.11,13
AQ0479,27.726535,85.444003,Kathmandu,shallow_tube,47.06,20.77,675.11,15.508,43.53,331.6,0.806,0.88,7.43,agriculture,wet,0.66,8
AQ0480,27.747005,85.247155,Kathmandu,shallow_tube,37.64,17.09,484.52,30.2096,16.04,215.5,5.137,0.633,7.97,peri-urban,dry,1.54,3
AQ0481,27.68189,85.419078,Kathmandu,dug,7.34,0.2,327.5,7.1099,46.06,339.0,9.156,0.946,6.74,urban,dry,1.13,9
AQ0482,27.752849,85.334904,Kathmandu,shallow_tube,22.03,5.0,269.45,8.4605,31.85,465.9,2.045,0.88,7.04,urban,wet,1.71,2
AQ0483,27.652881,85.331906,Kathmandu,deep_tube,282.51,48.0,194.07,7.9351,24.46,508.8,6.968,0.211,6.67,urban,dry,0.95,5
AQ0484,27.739288,85.241157,Kathmandu,shallow_tube,62.5,10.15,1877.27,169.7011,11.06,506.1,1.298,0.592,6.34,agriculture,dry,1.08,13
AQ0485,27.651251,85.295049,Bhaktapur,shallow_tube,59.33,3.66,1423.78,34.2311,41.59,406.4,9.158,0.652,7.35,urban,dry,2.32,5
AQ0486,27.795771,85.420063,Kathmandu,dug,5.32,2.56,38.63,5.5557,6.95,211.9,3.107,0.01,7.11,peri-urban,wet,2.4,5
AQ0487,27.723122,85.223762,Bhaktapur,deep_tube,187.78,22.39,337.56,7.0128,48.13,308.6,0.811,0.352,6.82,peri-urban,dry,1.71,2
AQ0488,27.705887,85.298872,Kathmandu,shallow_tube,42.65,21.96,274.59,29.6828,9.25,735.9,4.32,1.132,7.51,urban,dry,0.37,3
AQ0489,27.613846,85.252597,Kathmandu,shallow_tube,18.74,0.5,936.13,49.4024,18.95,178.9,11.626,0.807,7.78,urban,dry,0.85,14
AQ0490,27.675832,85.285069,Lalitpur,deep_tube,228.83,23.19,187.01,9.2689,20.18,716.9,5.025,0.764,6.34,urban,dry,0.62,5
AQ0491,27.630684,85.305284,Kathmandu,shallow_tube,63.16,2.71,230.5,6.1125,37.71,248.9,2.969,0.64,7.65,agriculture,wet,2.03,6
AQ0492,27.608781,85.363425,Lalitpur,deep_tube,62.77,8.34,626.39,13.7205,45.65,515.0,3.212,0.324,7.5,green,wet,1.27,3
AQ0493,27.677931,85.385401,Kathmandu,shallow_tube,54.91,14.84,216.28,5.9596,36.29,480.5,2.497,0.471,7.18,urban,dry,1.36,1
AQ0494,27.733585,85.223367,Kathmandu,dug,8.38,4.07,51.17,1.8269,28.01,393.1,6.608,0.92,7.08,peri-urban,wet,2.32,3
AQ0495,27.763452,85.34006,Kathmandu,shallow_tube,50.68,6.82,205.98,9.1718,22.46,327.0,6.032,0.626,6.82,urban,wet,1.02,7
AQ0496,27.74433,85.218665,Bhaktapur,dug,5.91,11.72,224.67,6.4762,34.69,772.0,6.338,0.217,7.23,urban,dry,1.18,1
AQ0497,27.639937,85.326592,Lalitpur,deep_tube,181.92,12.82,823.28,72.5949,11.34,581.3,1.522,0.534,7.19,urban,wet,1.91,7
AQ0498,27.633941,85.379615,Lalitpur,shallow_tube,54.92,22.62,186.52,17.5056,10.65,511.5,5.911,0.866,7.93,urban,dry,1.81,5
AQ0499,27.724393,85.298839,Lalitpur,shallow_tube,57.78,0.5,982.56,27.942,35.16,570.0,4.882,1.161,6.87,peri-urban,wet,1.57,6
AQ0500,27.653898,85.260679,Bhaktapur,dug,7.51,9.56,404.92,12.0755,33.53,556.2,2.476,1.185,7.02,urban,dry,1.32,8
