aquifer_id,lat,lon,well_type,land_use,well_depth_m,water_table_depth_m,tds_mg_per_L,nitrate_mg_per_L,pH,transmissivity_m2_per_day,hydraulic_conductivity_m_per_day
AQ_0444,27.71418141075043,85.28310667304359,dug,urban,5.96,4.96,231.5,12.885,8.0,474.93,26.6301
AQ_0445,27.726154084034526,85.31391238735998,shallow_tube,peri‑urban,64.31,14.21,203.8,6.159,7.19,144.08,3.127
AQ_0446,27.72207260156363,85.33660176855304,shallow_tube,urban,28.44,6.39,457.7,11.506,7.89,67.7,7.8844
AQ_0447,27.73662285714461,85.4331416771765,shallow_tube,agriculture,24.7,16.44,1113.2,8.378,7.36,489.66,10.7698
AQ_0448,27.72470106224947,85.23282199300121,dug,urban,5.02,4.02,456.7,10.779,7.49,142.26,5.4016
AQ_0449,27.64515791043013,85.35415549454132,shallow_tube,urban,38.61,13.28,175.9,9.609,7.01,195.77,13.8268
AQ_0450,27.753812226631947,85.30637641481796,shallow_tube,peri‑urban,34.54,15.35,383.9,7.568,7.63,266.48,11.8653
AQ_0451,27.765913166285674,85.23342391359986,deep_tube,urban,158.35,17.92,591.4,4.478,6.74,94.3,2.581
AQ_0452,27.75306325990508,85.4323508709623,deep_tube,peri‑urban,179.77,10.87,364.7,5.217,6.45,134.07,7.1689
AQ_0453,27.79658937591094,85.36069435336998,shallow_tube,peri‑urban,58.18,11.55,837.0,5.343,7.77,134.23,5.9083
AQ_0454,27.72164227535329,85.31114337526736,shallow_tube,peri‑urban,27.39,20.25,361.3,6.41,6.97,108.81,4.7311
AQ_0455,27.611478368737657,85.34582681204606,dug,peri‑urban,13.05,12.05,1312.5,5.011,7.08,250.46,6.9326
AQ_0456,27.732268535788947,85.20960021933159,shallow_tube,green,42.31,14.7,419.1,1.41,7.51,927.18,22.6688
AQ_0457,27.772873253291195,85.31422201793431,shallow_tube,peri‑urban,8.0,7.0,234.0,7.645,7.7,210.14,14.8195
AQ_0458,27.76529292189844,85.33942217279636,shallow_tube,urban,12.07,11.07,892.3,6.231,7.05,205.28,11.1541
AQ_0459,27.756009617408008,85.31790659129882,shallow_tube,peri‑urban,31.04,11.59,551.9,6.191,7.2,319.59,24.4666
AQ_0460,27.778228018358703,85.3150888432837,shallow_tube,peri‑urban,25.42,21.88,373.5,4.706,6.99,237.69,5.9042
AQ_0461,27.60210264490833,85.39047247359437,shallow_tube,agriculture,37.6,21.56,121.0,14.859,7.75,71.45,1.5295
AQ_0462,27.79241169978827,85.32723976010551,shallow_tube,green,13.87,12.4,126.3,8.209,7.26,151.47,17.3793
AQ_0463,27.630904165998103,85.30989073544323,shallow_tube,urban,14.43,13.43,266.4,5.742,7.6,56.49,1.2298
AQ_0464,27.60123676452818,85.4026708925844,shallow_tube,peri‑urban,35.19,15.17,315.4,3.537,7.36,59.05,2.0362
AQ_0465,27.68112905188945,85.24229047346061,shallow_tube,urban,77.67,14.72,474.6,3.911,7.34,251.72,7.7427
AQ_0466,27.674194742518434,85.39303800690396,shallow_tube,peri‑urban,34.06,7.08,220.4,3.178,7.93,234.83,7.5895
AQ_0467,27.66841388693151,85.40249468592087,dug,urban,5.72,4.72,120.2,8.384,6.0,401.25,8.271
AQ_0468,27.714239836792583,85.41585789444734,shallow_tube,green,43.14,7.36,471.1,11.696,6.82,206.7,8.0727
AQ_0469,27.678895878167772,85.41676504559474,shallow_tube,green,51.39,12.96,383.6,8.086,8.18,310.55,17.9443
AQ_0470,27.747294634923815,85.21291433927867,deep_tube,urban,143.39,11.33,154.5,1.761,6.19,230.54,16.8876
AQ_0471,27.66189390981772,85.44372606820257,deep_tube,urban,83.95,0.5,489.9,6.346,7.78,544.54,16.8434
AQ_0472,27.61771566792733,85.3692180689569,deep_tube,peri‑urban,157.25,10.4,224.6,7.05,7.13,655.59,44.3223
AQ_0473,27.626755628998794,85.43832679189559,shallow_tube,urban,58.1,4.31,191.1,8.021,6.99,83.84,2.2858
AQ_0474,27.64349058644345,85.29166971992575,deep_tube,urban,164.68,14.53,180.4,2.322,7.97,256.63,5.8827
AQ_0475,27.7689728170821,85.28991889030577,deep_tube,agriculture,93.63,22.9,445.7,3.99,7.19,229.44,11.5751
AQ_0476,27.73867550770377,85.3915613681901,shallow_tube,green,54.06,10.88,288.7,3.271,7.54,99.34,3.0625
AQ_0477,27.78301969089801,85.23909053541122,deep_tube,agriculture,171.11,25.9,347.6,0.1,7.63,59.05,1.312
AQ_0478,27.713860996882442,85.35793060458165,shallow_tube,peri‑urban,30.19,15.19,387.0,1.805,7.21,85.3,4.3685
AQ_0479,27.651621528634685,85.3159963543601,dug,peri‑urban,9.21,8.21,468.9,8.068,6.99,313.89,9.2386
AQ_0480,27.76686495914988,85.34433835030492,shallow_tube,peri‑urban,31.05,29.69,276.9,8.292,7.14,131.3,7.2265
AQ_0481,27.709085590042342,85.2333540838808,shallow_tube,peri‑urban,54.92,19.52,76.0,11.66,7.64,333.76,7.8962
AQ_0482,27.72521094179616,85.21881967916292,deep_tube,green,119.63,12.17,247.4,0.702,7.27,399.29,9.3789
AQ_0483,27.74207030014247,85.22812578263166,dug,urban,5.29,4.29,150.4,14.972,7.36,219.16,35.8753
AQ_0484,27.739337797574642,85.38133159768397,dug,agriculture,9.46,8.46,216.1,9.297,6.93,236.07,11.0816
AQ_0485,27.76527806232011,85.3753747753663,shallow_tube,green,29.97,14.57,190.7,2.149,6.51,574.9,20.0737
AQ_0486,27.613211061564435,85.44314205891244,shallow_tube,urban,34.74,0.5,1043.4,8.63,6.75,101.01,9.4968
AQ_0487,27.731101994369222,85.20994928183391,deep_tube,green,200.07,16.85,366.2,7.902,6.8,235.02,6.6798
AQ_0488,27.76425188407457,85.26116376365118,shallow_tube,urban,57.6,13.09,315.1,9.253,7.09,642.02,31.4596
AQ_0489,27.709295272205075,85.22283831068088,dug,green,9.44,8.44,282.9,4.429,7.26,151.53,3.539
AQ_0490,27.60349964279748,85.21225116124282,shallow_tube,urban,59.01,17.02,177.9,3.982,7.57,765.35,24.5824
AQ_0491,27.748336825798365,85.36880770939051,dug,agriculture,6.26,5.26,725.3,11.067,6.63,362.88,37.2025
AQ_0492,27.76257019430735,85.34468911909,dug,urban,11.88,10.88,723.1,6.823,7.52,358.3,20.0438
AQ_0493,27.728089454798653,85.27854051595925,shallow_tube,peri‑urban,22.08,17.0,221.4,7.837,7.63,247.67,17.0485
AQ_0494,27.628848004223624,85.38974420796352,deep_tube,urban,194.06,15.01,527.6,2.127,6.91,173.22,4.8447
AQ_0495,27.718736923981748,85.38870686459059,shallow_tube,urban,32.38,1.98,469.6,7.801,7.63,52.3,3.1976
AQ_0496,27.783057988075857,85.26642139121657,shallow_tube,urban,50.36,16.86,633.9,8.176,6.74,155.85,8.3487
AQ_0497,27.618603481852535,85.23596699158584,shallow_tube,urban,37.33,8.61,298.6,9.901,6.96,590.48,17.1093
AQ_0498,27.707455134733607,85.36928106587064,deep_tube,urban,201.69,25.27,790.2,4.668,7.81,306.48,6.1761
AQ_0499,27.632723240827655,85.3729444097855,shallow_tube,urban,51.14,10.54,465.5,8.641,7.96,83.79,3.4401
AQ_0500,27.687553010997625,85.27759272227703,deep_tube,agriculture,168.51,19.09,372.8,4.828,7.41,207.81,6.2045
